,AF3,AF4,T7,T8,PZ
0,4321.538461,4291.794871,4275.384615,4237.435897,4225.641025
1,4325.641025,4285.128205,4273.333333,4235.384615,4222.051282
2,4330.256410,4277.948717,4271.282051,4232.820512,4218.461538
3,4335.384615,4273.846153,4261.025641,4235.384615,4217.948717
4,4348.205128,4306.153846,4276.923076,4244.615384,4234.358974
5,4343.076923,4304.102564,4271.794871,4240.512820,4224.102564
6,4346.666666,4292.307692,4277.435897,4251.794871,4226.666666
7,4366.666666,4332.307692,4290.769230,4271.794871,4260.000000
8,4319.487179,4293.846153,4277.948717,4246.666666,4209.743589
9,4322.564102,4277.948717,4278.461538,4221.025641,4192.307692
10,4324.615384,4286.153846,4271.794871,4226.153846,4209.743589
11,4327.179487,4294.871794,4265.128205,4231.794871,4227.179487
12,4342.564102,4309.743589,4281.025641,4254.358974,4243.076923
13,4324.615384,4269.743589,4256.923076,4219.487179,4188.717948
14,4313.333333,4256.923076,4253.333333,4210.256410,4180.000000
15,4321.025641,4265.641025,4260.512820,4213.846153,4188.205128
16,4330.256410,4292.307692,4266.153846,4224.615384,4206.666666
17,4324.615384,4297.435897,4254.871794,4221.025641,4211.794871
18,4298.461538,4276.410256,4264.615384,4230.769230,4205.128205
19,4305.128205,4267.179487,4266.666666,4225.128205,4207.179487
20,4290.769230,4244.615384,4252.307692,4191.794871,4198.974358
21,4304.102564,4252.307692,4264.102564,4194.871794,4203.076923
22,4321.025641,4259.487179,4262.051282,4218.974358,4195.897435
23,4331.794871,4281.538461,4262.564102,4236.923076,4208.205128
24,4338.461538,4308.205128,4275.384615,4237.435897,4233.846153
25,4331.282051,4292.307692,4269.743589,4233.333333,4228.717948
26,4324.615384,4278.461538,4274.871794,4252.820512,4228.717948
27,4294.358974,4270.256410,4263.076923,4237.435897,4223.589743
28,4277.948717,4263.076923,4248.717948,4206.666666,4216.410256
29,4286.666666,4262.051282,4253.333333,4206.666666,4214.358974
30,4285.128205,4253.333333,4254.358974,4205.128205,4198.974358
31,4304.615384,4261.025641,4266.666666,4212.820512,4202.051282
32,4320.512820,4264.102564,4266.666666,4224.615384,4204.615384
33,4328.717948,4290.256410,4274.871794,4243.076923,4222.051282
34,4337.435897,4316.410256,4283.589743,4262.051282,4240.000000
35,4332.307692,4295.384615,4271.794871,4243.076923,4234.871794
36,4325.128205,4284.615384,4278.974358,4248.717948,4235.897435
37,4305.128205,4286.153846,4269.230769,4237.948717,4230.256410
38,4289.743589,4273.333333,4250.769230,4215.384615,4211.282051
39,4296.923076,4272.307692,4256.923076,4229.743589,4213.846153
40,4310.769230,4267.179487,4276.410256,4240.000000,4223.076923
41,4305.641025,4257.948717,4267.692307,4230.256410,4215.897435
