,AF3,AF4,T7,T8,PZ
0,4286.666666,4276.923076,4302.051282,4264.102564,4273.846153
1,4287.692307,4277.435897,4301.538461,4249.743589,4276.923076
2,4303.589743,4286.666666,4313.846153,4248.717948,4291.282051
3,4303.589743,4289.230769,4312.820512,4257.435897,4296.923076
4,4296.923076,4290.769230,4304.102564,4260.000000,4285.128205
5,4307.692307,4297.948717,4304.102564,4261.538461,4275.897435
6,4297.948717,4277.435897,4289.230769,4244.102564,4262.051282
7,4292.307692,4272.307692,4297.435897,4241.025641,4265.128205
8,4290.769230,4274.871794,4295.384615,4243.589743,4265.641025
9,4286.666666,4277.948717,4278.461538,4245.641025,4255.897435
10,4293.333333,4291.794871,4295.897435,4260.512820,4265.128205
11,4286.666666,4278.461538,4293.333333,4254.871794,4264.615384
12,4289.743589,4271.282051,4276.410256,4256.410256,4255.897435
13,4281.025641,4267.692307,4273.333333,4249.230769,4247.692307
14,4263.076923,4246.666666,4277.435897,4236.923076,4241.538461
15,4270.769230,4239.487179,4281.025641,4239.487179,4242.564102
16,4254.358974,4223.589743,4255.384615,4210.256410,4223.076923
17,4235.384615,4218.461538,4234.871794,4187.692307,4206.153846
18,4225.128205,4211.282051,4219.487179,4189.230769,4196.923076
19,4210.256410,4183.589743,4210.256410,4166.666666,4180.512820
20,4213.846153,4187.692307,4225.641025,4148.205128,4181.538461
21,4199.487179,4189.230769,4211.282051,4155.897435,4173.333333
22,4194.871794,4186.153846,4201.538461,4187.692307,4169.743589
23,4214.358974,4194.358974,4215.897435,4211.794871,4188.205128
24,4217.948717,4194.358974,4212.820512,4207.179487,4196.410256
25,4230.256410,4214.358974,4230.769230,4214.358974,4216.410256
26,4241.538461,4234.871794,4252.307692,4227.179487,4236.923076
27,4257.435897,4247.179487,4265.641025,4248.205128,4248.205128
28,4267.692307,4247.692307,4272.307692,4268.717948,4251.282051
29,4224.102564,4209.743589,4227.692307,4229.230769,4214.871794
30,4186.666666,4184.615384,4188.205128,4178.461538,4177.435897
31,4187.179487,4182.051282,4194.358974,4173.846153,4177.948717
32,4209.743589,4192.820512,4223.076923,4216.410256,4201.538461
33,4223.589743,4206.666666,4235.384615,4250.256410,4208.717948
34,4213.846153,4201.025641,4219.487179,4228.205128,4190.769230
35,4235.384615,4217.435897,4233.333333,4222.051282,4204.615384
36,4249.743589,4232.820512,4245.641025,4246.666666,4225.128205
37,4240.512820,4228.205128,4242.564102,4265.128205,4221.538461
38,4242.051282,4227.179487,4244.615384,4269.230769,4222.051282
39,4236.410256,4220.000000,4238.461538,4254.871794,4222.564102
40,4245.641025,4230.256410,4257.435897,4269.743589,4234.358974
41,4246.666666,4227.179487,4253.333333,4270.769230,4234.871794
42,4218.974358,4203.076923,4227.692307,4238.974358,4214.871794
43,4196.410256,4187.179487,4215.897435,4225.128205,4193.846153
44,4176.923076,4157.948717,4183.076923,4209.230769,4170.256410
45,4178.461538,4149.230769,4174.358974,4204.102564,4164.102564
46,4174.358974,4156.410256,4177.948717,4202.051282,4158.974358
47,4162.051282,4155.384615,4161.538461,4196.410256,4144.615384
48,4171.794871,4164.102564,4164.615384,4207.179487,4151.282051
49,4161.538461,4154.358974,4167.692307,4201.538461,4149.230769
50,4155.384615,4147.692307,4154.871794,4195.384615,4138.974358
51,4154.358974,4147.692307,4128.717948,4194.358974,4133.846153
52,4140.512820,4134.871794,4130.769230,4180.512820,4131.794871
53,4149.230769,4139.487179,4172.820512,4187.179487,4149.743589
54,4140.512820,4136.410256,4165.641025,4195.384615,4149.743589
55,4133.846153,4138.974358,4154.871794,4193.333333,4146.666666
56,4154.871794,4156.923076,4177.435897,4205.641025,4165.128205
