,AF3,AF4,T7,T8,PZ
0,4312.820512,4286.666666,4281.025641,4256.410256,4240.000000
1,4302.051282,4283.589743,4281.538461,4243.589743,4237.435897
2,4303.589743,4297.948717,4291.282051,4241.025641,4246.153846
3,4285.128205,4275.897435,4269.743589,4243.076923,4222.564102
4,4307.179487,4289.230769,4286.153846,4263.076923,4235.897435
5,4297.948717,4285.128205,4276.410256,4227.692307,4228.205128
6,4282.051282,4273.846153,4256.923076,4217.435897,4217.948717
7,4293.333333,4283.076923,4265.128205,4258.461538,4227.692307
8,4276.923076,4271.282051,4258.974358,4248.205128,4214.358974
9,4294.358974,4290.769230,4281.025641,4256.923076,4232.307692
10,4296.410256,4289.230769,4271.282051,4244.615384,4227.179487
11,4289.230769,4284.615384,4256.410256,4225.128205,4221.538461
12,4311.794871,4308.717948,4278.974358,4261.538461,4243.589743
13,4296.923076,4291.282051,4279.487179,4262.564102,4224.615384
14,4296.410256,4294.358974,4295.384615,4259.487179,4232.820512
15,4293.846153,4290.769230,4274.358974,4255.897435,4235.384615
16,4286.666666,4276.923076,4245.128205,4242.051282,4221.025641
17,4297.435897,4286.666666,4272.307692,4234.358974,4232.307692
18,4277.435897,4263.076923,4281.025641,4212.307692,4219.487179
19,4294.871794,4276.923076,4297.948717,4247.692307,4232.820512
20,4308.205128,4298.461538,4281.538461,4262.564102,4236.923076
21,4293.333333,4289.743589,4250.256410,4227.692307,4222.051282
22,4310.769230,4301.025641,4288.717948,4247.692307,4243.589743
23,4298.461538,4285.128205,4300.512820,4260.000000,4232.307692
24,4297.948717,4290.769230,4301.538461,4269.230769,4236.410256
25,4303.076923,4303.589743,4298.461538,4265.641025,4247.692307
26,4292.307692,4290.256410,4268.717948,4243.589743,4231.794871
27,4313.846153,4308.717948,4272.820512,4272.820512,4242.564102
28,4297.948717,4299.487179,4278.461538,4276.410256,4231.282051
29,4287.692307,4290.769230,4292.820512,4256.923076,4227.179487
30,4289.743589,4292.307692,4287.692307,4240.000000,4227.692307
31,4278.974358,4285.128205,4263.589743,4231.794871,4214.871794
32,4297.435897,4308.205128,4278.461538,4262.564102,4231.794871
33,4274.871794,4285.641025,4258.974358,4240.512820,4209.743589
34,4270.769230,4272.307692,4255.384615,4224.102564,4201.025641
35,4297.948717,4291.282051,4279.487179,4242.564102,4221.538461
36,4284.615384,4283.589743,4269.230769,4228.717948,4213.333333
37,4293.846153,4306.666666,4280.512820,4254.871794,4229.230769
38,4290.769230,4301.538461,4274.358974,4271.794871,4224.615384
39,4284.615384,4286.153846,4280.512820,4257.435897,4221.025641
40,4292.307692,4302.564102,4301.538461,4248.717948,4237.948717
41,4276.923076,4290.256410,4278.461538,4233.846153,4228.205128
42,4288.717948,4298.461538,4285.641025,4265.641025,4238.974358
43,4281.025641,4299.487179,4274.871794,4267.179487,4231.282051
44,4283.076923,4303.589743,4262.051282,4251.794871,4234.358974
