,AF3,AF4,T7,T8,PZ
0,4277.435897,4298.974358,4266.153846,4267.179487,4263.589743
1,4285.128205,4306.153846,4269.743589,4278.974358,4266.153846
2,4288.205128,4311.282051,4263.589743,4290.769230,4258.974358
3,4282.051282,4301.538461,4261.025641,4282.051282,4250.256410
4,4286.666666,4301.025641,4272.307692,4279.487179,4258.974358
5,4279.487179,4294.871794,4264.102564,4270.256410,4262.051282
6,4284.102564,4307.179487,4273.333333,4276.923076,4277.435897
7,4287.179487,4313.846153,4285.128205,4278.461538,4285.128205
8,4281.025641,4297.435897,4276.410256,4276.923076,4275.384615
9,4278.974358,4295.897435,4271.794871,4307.692307,4275.384615
10,4269.743589,4295.384615,4268.205128,4315.384615,4272.820512
11,4281.538461,4306.666666,4290.256410,4302.051282,4284.102564
12,4285.641025,4315.384615,4291.282051,4287.179487,4285.641025
13,4266.666666,4304.102564,4265.641025,4276.923076,4267.692307
14,4270.256410,4303.589743,4273.846153,4295.897435,4269.743589
15,4275.384615,4301.538461,4270.769230,4283.589743,4266.666666
16,4280.000000,4313.846153,4263.076923,4269.230769,4265.641025
17,4280.000000,4323.076923,4276.410256,4292.307692,4274.358974
18,4272.307692,4312.307692,4280.000000,4303.589743,4274.358974
19,4274.358974,4311.794871,4274.871794,4291.794871,4277.435897
20,4260.000000,4295.897435,4256.923076,4272.307692,4271.794871
21,4260.512820,4295.384615,4264.102564,4284.102564,4277.435897
22,4273.846153,4308.717948,4280.000000,4293.846153,4286.153846
23,4267.692307,4298.461538,4272.820512,4274.871794,4277.435897
24,4267.179487,4293.333333,4273.333333,4271.282051,4278.974358
25,4258.974358,4282.564102,4267.692307,4264.615384,4271.794871
26,4253.846153,4286.153846,4271.282051,4252.820512,4266.153846
27,4258.461538,4301.025641,4270.769230,4268.717948,4263.076923
28,4251.794871,4291.794871,4248.205128,4286.666666,4249.743589
29,4256.923076,4294.358974,4257.435897,4272.307692,4263.076923
30,4255.897435,4295.384615,4272.307692,4244.102564,4274.358974
31,4253.333333,4292.820512,4275.384615,4262.564102,4270.769230
32,4258.461538,4300.000000,4276.923076,4302.051282,4265.128205
33,4262.051282,4296.410256,4270.256410,4298.974358,4260.512820
