,AF3,AF4,T7,T8,PZ
0,4290.769230,4294.358974,4287.179487,4300.512820,4281.025641
1,4294.358974,4297.948717,4302.051282,4284.615384,4288.205128
2,4293.333333,4297.435897,4295.384615,4273.333333,4282.051282
3,4297.948717,4303.589743,4284.615384,4274.358974,4277.435897
4,4295.897435,4302.051282,4278.461538,4299.487179,4272.820512
5,4286.666666,4286.153846,4286.153846,4303.076923,4267.692307
6,4289.230769,4289.743589,4302.564102,4280.512820,4274.871794
7,4294.358974,4303.589743,4293.846153,4284.102564,4282.564102
8,4301.538461,4306.153846,4281.025641,4312.307692,4277.948717
9,4301.025641,4303.589743,4283.076923,4311.794871,4274.871794
10,4296.410256,4300.512820,4293.846153,4300.000000,4278.461538
11,4300.000000,4290.769230,4301.025641,4287.179487,4277.435897
12,4301.025641,4275.897435,4290.769230,4264.615384,4272.820512
13,4302.564102,4281.538461,4289.743589,4279.487179,4272.307692
14,4305.128205,4297.948717,4291.794871,4307.692307,4270.256410
15,4307.179487,4300.512820,4284.102564,4305.128205,4272.307692
16,4301.025641,4291.794871,4283.589743,4290.256410,4280.000000
17,4281.538461,4281.025641,4287.179487,4276.923076,4280.000000
18,4285.641025,4293.846153,4296.923076,4290.769230,4280.512820
19,4297.948717,4304.615384,4294.871794,4305.128205,4283.589743
20,4287.179487,4288.205128,4281.025641,4280.000000,4276.923076
21,4286.153846,4284.615384,4285.128205,4272.307692,4270.769230
22,4292.307692,4288.717948,4288.205128,4290.256410,4267.179487
23,4292.820512,4287.179487,4286.666666,4277.948717,4266.153846
24,4300.000000,4285.641025,4287.179487,4264.102564,4266.153846
25,4308.205128,4285.641025,4288.205128,4277.948717,4265.641025
26,4303.076923,4288.205128,4295.897435,4276.923076,4268.205128
27,4286.153846,4283.076923,4284.615384,4256.410256,4266.666666
28,4285.641025,4283.589743,4272.820512,4280.000000,4269.230769
29,4295.384615,4291.794871,4289.743589,4312.820512,4281.538461
30,4296.410256,4290.769230,4304.102564,4281.538461,4288.717948
31,4298.461538,4296.923076,4296.410256,4263.076923,4290.256410
32,4294.871794,4307.179487,4283.589743,4294.871794,4289.743589
33,4293.333333,4305.128205,4288.205128,4318.974358,4287.692307
34,4296.923076,4295.384615,4296.410256,4307.692307,4282.051282
35,4294.871794,4294.871794,4289.230769,4284.615384,4277.435897
36,4298.974358,4300.512820,4286.666666,4274.871794,4282.051282
37,4294.358974,4289.230769,4284.615384,4274.871794,4287.692307
38,4282.051282,4283.589743,4282.564102,4298.974358,4286.153846
