,AF3,AF4,T7,T8,PZ
0,4286.666666,4284.615384,4285.128205,4264.102564,4287.179487
1,4290.769230,4298.461538,4290.256410,4260.000000,4292.820512
2,4273.333333,4277.948717,4271.282051,4260.000000,4277.948717
3,4270.769230,4270.769230,4275.897435,4278.974358,4282.051282
4,4271.282051,4269.230769,4284.102564,4284.102564,4288.205128
5,4274.871794,4274.871794,4284.102564,4283.589743,4290.769230
6,4284.102564,4285.641025,4292.307692,4281.025641,4291.282051
7,4283.076923,4272.820512,4295.897435,4272.307692,4284.102564
8,4288.717948,4278.461538,4293.846153,4281.538461,4289.230769
9,4282.564102,4293.333333,4281.538461,4287.692307,4285.128205
10,4277.435897,4294.871794,4278.461538,4302.051282,4277.435897
11,4286.666666,4295.384615,4280.000000,4313.846153,4278.461538
12,4280.000000,4291.282051,4268.717948,4292.820512,4276.410256
13,4276.923076,4290.769230,4282.564102,4286.153846,4283.589743
14,4276.410256,4275.897435,4293.846153,4271.282051,4280.000000
15,4264.615384,4263.589743,4280.512820,4244.615384,4269.230769
16,4251.282051,4262.051282,4270.256410,4249.230769,4266.666666
17,4248.717948,4255.384615,4265.128205,4263.589743,4263.076923
18,4261.538461,4259.487179,4276.923076,4269.743589,4270.256410
19,4257.435897,4258.974358,4277.435897,4262.564102,4265.128205
20,4257.435897,4266.153846,4274.871794,4264.102564,4259.487179
21,4271.794871,4273.333333,4281.025641,4271.794871,4264.615384
22,4262.564102,4258.461538,4271.794871,4254.871794,4253.846153
23,4262.564102,4273.846153,4277.948717,4262.564102,4256.923076
24,4267.692307,4294.871794,4282.564102,4292.307692,4267.179487
25,4265.128205,4286.153846,4275.384615,4285.641025,4265.128205
26,4270.769230,4282.564102,4285.641025,4273.846153,4271.282051
27,4265.128205,4276.410256,4291.794871,4277.948717,4275.897435
28,4267.692307,4275.897435,4301.538461,4272.307692,4285.128205
29,4275.384615,4285.128205,4303.589743,4253.846153,4287.179487
30,4270.769230,4283.589743,4297.435897,4254.871794,4280.000000
31,4268.717948,4287.179487,4310.256410,4285.128205,4286.666666
32,4268.717948,4290.256410,4312.307692,4290.769230,4285.641025
33,4280.000000,4296.410256,4305.128205,4282.051282,4285.641025
34,4282.564102,4297.948717,4294.871794,4271.282051,4284.102564
35,4271.282051,4293.333333,4291.794871,4259.487179,4280.512820
36,4285.641025,4308.717948,4310.769230,4281.025641,4296.923076
37,4295.384615,4312.307692,4308.717948,4299.487179,4295.384615
38,4287.692307,4304.102564,4297.948717,4298.974358,4285.641025
39,4276.410256,4296.410256,4300.000000,4284.615384,4285.641025
40,4273.333333,4291.282051,4306.666666,4271.794871,4288.205128
41,4287.692307,4302.051282,4316.923076,4295.384615,4301.538461
42,4283.076923,4296.410256,4302.564102,4294.871794,4298.974358
43,4273.846153,4292.820512,4284.615384,4274.871794,4289.230769
44,4276.923076,4299.487179,4285.641025,4278.461538,4287.692307
45,4276.410256,4296.923076,4291.794871,4282.051282,4290.256410
46,4290.256410,4306.153846,4305.641025,4295.384615,4305.128205
47,4290.256410,4298.461538,4303.589743,4297.435897,4300.000000
48,4282.051282,4288.717948,4299.487179,4287.179487,4291.282051
49,4288.205128,4303.076923,4303.076923,4281.025641,4298.461538
50,4280.512820,4299.487179,4295.384615,4262.564102,4295.384615
51,4269.743589,4282.564102,4293.333333,4252.820512,4292.820512
52,4261.025641,4265.641025,4285.128205,4255.384615,4287.179487
53,4260.000000,4264.102564,4278.461538,4269.743589,4284.615384
54,4272.307692,4280.512820,4292.820512,4287.179487,4300.512820
55,4278.461538,4286.666666,4296.410256,4288.205128,4306.666666
56,4284.102564,4290.256410,4295.384615,4287.179487,4310.256410
57,4282.564102,4290.769230,4294.358974,4276.923076,4308.717948
58,4278.974358,4289.230769,4291.282051,4271.794871,4307.179487
59,4283.589743,4295.384615,4297.948717,4292.820512,4315.897435
60,4280.512820,4294.871794,4294.358974,4296.410256,4315.897435
61,4286.666666,4301.538461,4295.897435,4295.897435,4320.512820
