,AF3,AF4,T7,T8,PZ
0,4300.512820,4287.179487,4276.410256,4286.666666,4269.230769
1,4297.948717,4286.666666,4284.102564,4291.282051,4267.692307
2,4297.948717,4292.307692,4293.333333,4270.256410,4273.846153
3,4321.538461,4310.256410,4287.179487,4269.743589,4266.666666
4,4311.282051,4300.512820,4267.179487,4276.410256,4294.871794
5,4297.435897,4297.435897,4286.153846,4296.923076,4262.051282
6,4298.461538,4296.410256,4289.230769,4294.358974,4260.512820
7,4311.794871,4301.025641,4291.282051,4279.487179,4288.205128
8,4316.410256,4305.128205,4319.487179,4291.794871,4270.769230
9,4294.358974,4289.230769,4304.615384,4294.358974,4285.128205
10,4296.923076,4302.564102,4288.717948,4287.692307,4265.128205
11,4295.897435,4304.615384,4294.871794,4267.179487,4264.102564
12,4290.769230,4283.589743,4291.794871,4268.205128,4282.051282
13,4298.461538,4287.179487,4284.102564,4297.948717,4253.846153
14,4287.692307,4292.820512,4284.102564,4292.820512,4274.871794
15,4297.948717,4312.820512,4304.615384,4289.230769,4280.000000
16,4297.948717,4315.897435,4296.923076,4285.641025,4285.128205
17,4283.589743,4293.333333,4291.794871,4274.358974,4306.153846
18,4299.487179,4293.846153,4312.820512,4284.102564,4280.000000
19,4297.435897,4286.666666,4294.358974,4272.307692,4294.871794
20,4295.384615,4283.076923,4290.769230,4274.871794,4290.769230
21,4294.358974,4280.512820,4291.794871,4280.512820,4283.076923
22,4284.615384,4277.435897,4271.794871,4269.743589,4308.717948
23,4289.230769,4289.230769,4287.179487,4280.000000,4289.230769
24,4284.615384,4274.358974,4297.435897,4267.692307,4309.230769
25,4292.820512,4269.743589,4290.256410,4260.000000,4303.589743
26,4288.717948,4276.410256,4284.102564,4269.230769,4271.282051
27,4266.153846,4269.230769,4277.435897,4262.051282,4283.589743
28,4284.615384,4280.512820,4268.717948,4262.051282,4268.205128
29,4291.794871,4277.948717,4257.948717,4263.076923,4294.871794
30,4277.948717,4272.307692,4292.820512,4274.358974,4306.666666
31,4277.435897,4272.307692,4313.333333,4277.948717,4290.256410
32,4286.666666,4268.205128,4290.256410,4266.153846,4320.000000
33,4304.102564,4283.589743,4296.923076,4268.717948,4301.025641
34,4289.743589,4280.000000,4286.666666,4256.410256,4297.435897
35,4271.794871,4266.153846,4276.410256,4271.794871,4298.461538
36,4274.871794,4263.589743,4290.256410,4300.000000,4281.025641
37,4273.333333,4255.897435,4270.769230,4266.153846,4301.025641
38,4283.076923,4264.615384,4272.307692,4256.410256,4274.871794
39,4276.923076,4264.102564,4287.179487,4270.769230,4276.410256
40,4278.974358,4262.564102,4289.230769,4271.794871,4288.205128
41,4289.743589,4263.076923,4280.000000,4271.282051,4249.743589
42,4276.410256,4252.307692,4264.615384,4253.846153,4254.871794
43,4285.641025,4270.256410,4286.666666,4260.000000,4247.179487
44,4281.025641,4266.153846,4280.000000,4265.641025,4261.538461
