,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4405.641025,4602.564102,4523.076923,4271.794871,4465.641025,4176.410256,4422.564102,4217.435897,4241.538461,4510.769230,4218.461538,4646.666666,3941.025642,4044.102564
1,4404.102564,4608.205128,4523.589743,4271.282051,4464.615384,4179.487179,4422.051282,4215.897435,4244.102564,4509.743589,4225.128205,4648.717948,3950.256411,4049.743589
2,4406.153846,4607.179487,4523.589743,4268.205128,4465.128205,4176.923076,4425.641025,4217.435897,4238.461538,4508.205128,4215.897435,4650.769230,3954.358975,4051.282051
3,4409.743589,4601.538461,4524.102564,4267.179487,4467.692307,4171.282051,4425.641025,4216.923076,4238.974358,4506.666666,4211.794871,4651.794871,3947.692308,4048.205128
4,4412.820512,4601.538461,4524.102564,4271.794871,4462.564102,4170.769230,4424.102564,4215.897435,4240.512820,4503.076923,4221.025641,4648.205128,3937.948718,4047.692307
5,4407.179487,4601.538461,4521.025641,4271.282051,4461.538461,4175.897435,4425.128205,4215.384615,4237.948717,4504.102564,4222.564102,4640.512820,3942.051283,4049.230769
6,4403.589743,4606.666666,4520.000000,4267.692307,4474.358974,4178.974358,4425.641025,4216.923076,4237.948717,4508.717948,4210.769230,4638.974358,3955.384616,4050.256410
7,4408.205128,4608.717948,4518.974358,4266.153846,4474.871794,4174.358974,4418.974358,4212.820512,4236.410256,4505.641025,4201.025641,4638.461538,3947.692308,4049.230769
8,4409.230769,4600.512820,4514.871794,4263.589743,4461.538461,4166.666666,4411.282051,4206.153846,4230.769230,4494.871794,4197.948717,4632.820512,3927.179488,4041.538461
9,4409.230769,4598.461538,4520.512820,4268.717948,4462.564102,4171.794871,4418.461538,4209.743589,4232.820512,4490.256410,4202.051282,4633.846153,3930.256411,4042.051282
10,4411.794871,4602.051282,4524.102564,4273.333333,4467.692307,4175.384615,4427.179487,4217.435897,4236.410256,4498.461538,4204.102564,4637.948717,3947.179488,4050.769230
11,4402.564102,4592.307692,4512.307692,4265.641025,4461.025641,4169.230769,4421.025641,4214.871794,4228.717948,4500.000000,4197.435897,4627.692307,3938.461539,4041.025641
12,4387.179487,4573.846153,4502.564102,4252.307692,4453.333333,4165.641025,4414.871794,4208.717948,4226.666666,4491.282051,4192.307692,4616.410256,3916.923077,4026.666666
13,4385.641025,4570.256410,4505.128205,4244.102564,4451.794871,4166.153846,4422.051282,4211.794871,4234.358974,4489.743589,4196.923076,4622.051282,3914.358975,4030.256410
14,4391.794871,4574.358974,4508.717948,4246.666666,4455.897435,4167.692307,4425.641025,4217.435897,4236.410256,4493.846153,4203.076923,4630.769230,3925.641026,4036.410256
15,4394.871794,4576.923076,4508.205128,4257.435897,4461.025641,4168.205128,4419.487179,4215.384615,4234.358974,4496.923076,4201.025641,4631.794871,3930.256411,4034.871794
16,4399.487179,4581.538461,4511.282051,4261.025641,4458.974358,4167.692307,4416.923076,4206.666666,4232.307692,4497.948717,4195.897435,4630.769230,3927.692308,4038.461538
