,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4388.205128,4476.410256,4524.102564,4232.307692,4476.923076,4194.358974,4151.794871,4196.410256,4242.051282,4495.384615,4243.589743,4570.769230,3995.897436,3935.384616
1,4404.102564,4497.435897,4535.384615,4240.000000,4510.769230,4207.692307,4166.666666,4208.205128,4250.769230,4513.846153,4260.000000,4584.102564,4012.307692,3962.564103
2,4409.230769,4496.410256,4545.641025,4249.743589,4504.615384,4215.897435,4171.282051,4216.410256,4251.794871,4513.333333,4261.025641,4584.102564,4016.923076,3976.923077
3,4392.307692,4470.769230,4538.974358,4242.051282,4468.717948,4208.205128,4167.692307,4211.794871,4249.743589,4497.435897,4253.333333,4572.307692,3997.948718,3953.333334
4,4387.179487,4473.333333,4524.615384,4234.871794,4465.641025,4201.025641,4166.153846,4200.000000,4248.205128,4495.897435,4249.230769,4566.153846,3978.461539,3935.897436
5,4399.487179,4501.025641,4524.102564,4244.615384,4489.230769,4204.102564,4166.153846,4198.461538,4245.641025,4503.076923,4247.179487,4566.666666,3982.564103,3948.717949
6,4401.538461,4510.769230,4530.769230,4248.717948,4493.846153,4205.641025,4167.179487,4202.051282,4247.179487,4506.153846,4249.743589,4566.666666,3995.384616,3951.794872
7,4388.205128,4499.487179,4527.692307,4236.923076,4488.205128,4200.000000,4167.692307,4197.435897,4247.179487,4501.025641,4247.179487,4562.051282,3987.692308,3937.948718
8,4381.538461,4494.871794,4522.051282,4234.358974,4505.641025,4203.076923,4168.717948,4198.974358,4242.051282,4495.384615,4235.384615,4558.974358,3976.410257,3938.974359
9,4387.179487,4493.846153,4525.641025,4243.589743,4510.769230,4209.230769,4170.769230,4203.076923,4240.512820,4499.487179,4237.435897,4561.025641,3978.461539,3949.743590
10,4385.128205,4487.179487,4524.615384,4240.512820,4476.410256,4205.128205,4169.230769,4193.333333,4235.897435,4496.410256,4247.179487,4558.974358,3974.358975,3940.512821
11,4368.717948,4476.410256,4514.358974,4221.025641,4454.871794,4198.461538,4166.153846,4182.564102,4228.205128,4484.102564,4234.871794,4550.769230,3958.974359,3919.487180
12,4360.000000,4469.230769,4506.666666,4213.846153,4465.128205,4197.948717,4165.128205,4183.076923,4225.641025,4478.974358,4216.410256,4544.102564,3951.282052,3909.743590
13,4365.641025,4472.307692,4509.230769,4228.205128,4473.846153,4195.384615,4166.666666,4184.615384,4229.743589,4478.974358,4218.974358,4541.538461,3955.897436,3908.717949
14,4374.358974,4477.435897,4516.923076,4240.000000,4484.615384,4197.435897,4174.358974,4189.230769,4237.435897,4480.000000,4237.435897,4546.153846,3963.076924,3915.384616
15,4381.025641,4482.051282,4524.615384,4242.051282,4503.076923,4210.256410,4185.641025,4201.025641,4245.641025,4492.307692,4251.794871,4558.461538,3970.769231,3931.282052
16,4380.000000,4486.666666,4527.179487,4240.512820,4503.076923,4215.384615,4189.230769,4204.102564,4250.256410,4507.692307,4244.102564,4561.538461,3973.333334,3940.000000
17,4374.871794,4487.179487,4523.076923,4237.435897,4486.666666,4208.717948,4186.153846,4201.538461,4251.794871,4505.128205,4229.230769,4554.871794,3970.256411,3933.333334
18,4378.461538,4488.717948,4527.179487,4240.000000,4488.717948,4212.307692,4192.307692,4210.256410,4256.410256,4501.538461,4238.974358,4557.948717,3972.307693,3930.256411
19,4386.153846,4494.358974,4534.871794,4247.179487,4496.410256,4221.025641,4203.076923,4217.948717,4257.948717,4509.743589,4256.410256,4566.153846,3973.846154,3940.512821
20,4382.564102,4489.743589,4530.769230,4246.666666,4481.538461,4213.333333,4196.923076,4209.743589,4252.820512,4506.153846,4251.794871,4564.102564,3972.820513,3940.000000
21,4374.871794,4478.974358,4525.641025,4238.461538,4466.666666,4200.512820,4182.564102,4199.487179,4248.205128,4493.846153,4248.717948,4559.487179,3971.794872,3931.282052
22,4376.923076,4481.538461,4528.205128,4231.282051,4482.564102,4200.512820,4182.051282,4201.025641,4246.666666,4495.897435,4252.307692,4563.076923,3974.358975,3937.948718
23,4380.000000,4487.692307,4526.666666,4231.282051,4499.487179,4206.666666,4186.666666,4198.974358,4247.179487,4506.153846,4247.692307,4561.025641,3978.974359,3945.641026
24,4380.000000,4487.179487,4521.025641,4239.487179,4485.641025,4201.538461,4183.076923,4188.205128,4247.179487,4506.666666,4249.743589,4553.333333,3975.384616,3941.025642
25,4384.615384,4491.282051,4523.076923,4246.666666,4480.000000,4195.897435,4181.538461,4186.153846,4246.666666,4500.512820,4260.000000,4555.384615,3970.769231,3940.512821
26,4385.641025,4494.358974,4526.666666,4245.128205,4493.846153,4203.076923,4185.641025,4191.794871,4242.564102,4493.333333,4255.384615,4557.948717,3972.820513,3944.102565
27,4373.333333,4481.025641,4520.000000,4237.948717,4493.846153,4204.102564,4185.128205,4185.641025,4231.794871,4487.692307,4237.948717,4548.717948,3974.358975,3931.794872
28,4365.128205,4460.512820,4510.769230,4233.846153,4490.256410,4198.461538,4188.205128,4180.512820,4229.230769,4487.692307,4229.743589,4541.025641,3965.641026,3917.948718
29,4370.769230,4446.153846,4513.846153,4232.307692,4493.333333,4200.512820,4199.487179,4190.256410,4238.461538,4485.641025,4233.333333,4544.102564,3959.487180,3923.076924
30,4377.435897,4442.564102,4529.743589,4236.923076,4489.230769,4208.717948,4202.051282,4200.000000,4247.692307,4485.641025,4241.538461,4551.794871,3967.179488,3940.000000
31,4382.564102,4447.692307,4538.974358,4249.230769,4489.743589,4214.871794,4201.538461,4202.564102,4250.256410,4494.871794,4253.333333,4559.487179,3971.794872,3949.743590
32,4383.589743,4445.641025,4538.974358,4252.820512,4492.820512,4215.897435,4207.692307,4202.051282,4250.769230,4494.358974,4255.897435,4559.487179,3967.692308,3947.179488
33,4379.487179,4434.358974,4537.948717,4244.615384,4480.000000,4210.769230,4206.666666,4198.461538,4246.153846,4486.666666,4241.538461,4550.769230,3967.692308,3937.435898
34,4379.487179,4425.641025,4537.948717,4238.974358,4473.846153,4202.051282,4203.589743,4194.358974,4241.538461,4493.333333,4233.846153,4547.179487,3972.307693,3931.282052
35,4382.564102,4423.589743,4540.000000,4242.564102,4487.692307,4204.102564,4212.307692,4196.410256,4246.153846,4503.076923,4247.179487,4554.871794,3973.333334,3935.897436
36,4381.025641,4427.692307,4539.487179,4241.538461,4493.846153,4212.307692,4218.974358,4201.025641,4253.846153,4494.358974,4258.461538,4557.435897,3969.230770,3938.974359
37,4376.923076,4434.871794,4537.948717,4237.435897,4496.410256,4213.333333,4216.923076,4204.102564,4251.282051,4485.641025,4255.384615,4553.846153,3964.615385,3937.948718
38,4377.948717,4443.076923,4541.025641,4240.000000,4508.717948,4217.435897,4222.051282,4204.102564,4249.230769,4497.435897,4254.358974,4555.384615,3963.589744,3937.948718
39,4379.487179,4444.615384,4535.897435,4242.051282,4496.410256,4216.923076,4223.589743,4194.358974,4251.282051,4504.102564,4253.846153,4553.333333,3966.153847,3935.897436
40,4374.871794,4442.051282,4522.051282,4237.948717,4469.230769,4206.666666,4215.897435,4187.179487,4247.692307,4490.256410,4242.564102,4541.538461,3963.076924,3924.615385
41,4366.666666,4448.205128,4521.025641,4234.871794,4482.051282,4202.564102,4221.025641,4194.871794,4244.102564,4489.230769,4241.538461,4539.487179,3961.025642,3920.512821
42,4372.307692,4462.564102,4536.923076,4246.666666,4514.871794,4213.333333,4232.307692,4202.051282,4254.358974,4506.153846,4261.538461,4552.820512,3977.435898,3937.948718
43,4392.307692,4468.205128,4540.512820,4253.846153,4508.717948,4217.435897,4234.871794,4200.000000,4264.615384,4511.282051,4275.384615,4564.615384,3995.897436,3953.846154
44,4393.846153,4455.897435,4527.692307,4242.051282,4475.384615,4207.692307,4233.846153,4198.974358,4257.435897,4506.666666,4270.769230,4562.564102,3996.410257,3948.717949
45,4376.410256,4445.641025,4519.487179,4234.358974,4472.307692,4204.102564,4232.820512,4199.487179,4247.692307,4505.128205,4265.128205,4554.871794,3990.256411,3940.512821
46,4373.333333,4457.948717,4521.538461,4241.538461,4502.051282,4211.794871,4236.410256,4198.974358,4250.769230,4507.179487,4277.435897,4556.410256,3996.923077,3948.717949
47,4389.230769,4478.974358,4525.641025,4246.153846,4521.025641,4223.589743,4246.666666,4204.615384,4261.538461,4510.769230,4286.153846,4562.564102,4006.666666,3952.307693
48,4390.769230,4480.512820,4524.615384,4244.615384,4509.230769,4227.692307,4252.307692,4207.692307,4265.128205,4512.820512,4269.743589,4560.000000,4001.025641,3944.102565
49,4380.000000,4470.769230,4524.102564,4243.076923,4495.384615,4220.512820,4247.179487,4203.076923,4257.948717,4512.820512,4261.025641,4555.384615,3991.794872,3941.538462
50,4377.435897,4469.743589,4522.564102,4236.923076,4494.871794,4216.410256,4246.666666,4198.974358,4251.794871,4511.282051,4275.897435,4553.846153,3990.769231,3943.589744
51,4371.794871,4468.717948,4513.846153,4231.282051,4486.153846,4211.282051,4247.179487,4193.333333,4245.641025,4501.025641,4278.461538,4548.717948,3985.128206,3937.435898
52,4369.230769,4470.256410,4508.717948,4240.512820,4478.974358,4209.230769,4245.641025,4192.820512,4247.179487,4493.333333,4263.589743,4548.717948,3978.974359,3931.282052
53,4372.307692,4472.820512,4510.769230,4245.128205,4484.102564,4209.743589,4249.230769,4198.974358,4254.871794,4500.512820,4260.000000,4552.307692,3982.564103,3930.256411
54,4362.564102,4465.128205,4509.230769,4233.333333,4488.717948,4208.717948,4251.794871,4195.384615,4248.205128,4501.538461,4261.025641,4549.230769,3974.871795,3922.564103
55,4350.256410,4458.974358,4503.589743,4222.051282,4486.153846,4203.589743,4248.717948,4184.615384,4235.897435,4489.743589,4247.692307,4544.102564,3958.974359,3916.923077
56,4362.051282,4469.230769,4507.179487,4228.205128,4488.717948,4204.615384,4248.717948,4184.102564,4236.410256,4487.692307,4241.025641,4546.666666,3963.076924,3925.641026
57,4377.948717,4480.000000,4516.410256,4239.487179,4496.410256,4211.282051,4257.948717,4191.282051,4236.923076,4494.358974,4256.923076,4549.743589,3976.923077,3930.256411
58,4369.230769,4475.897435,4514.358974,4234.358974,4486.666666,4205.128205,4262.051282,4188.205128,4231.794871,4491.794871,4266.153846,4548.717948,3969.743590,3925.641026
