,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4396.923076,4474.358974,4566.666666,4283.076923,4475.384615,2422.051283,4372.307692,4234.358974,4255.897435,4540.000000,4248.205128,4686.153846,4007.692307,4090.256410
1,4398.461538,4468.717948,4561.025641,4278.461538,4470.769230,2442.051283,4372.307692,4231.282051,4254.358974,4526.153846,4242.564102,4685.128205,4004.615384,4088.205128
2,4397.948717,4465.641025,4555.384615,4277.948717,4466.153846,2458.974359,4374.871794,4230.769230,4250.256410,4523.076923,4235.384615,4677.435897,3993.846154,4083.589743
3,4390.256410,4471.282051,4554.871794,4277.435897,4468.717948,2596.923077,4381.025641,4230.769230,4245.128205,4528.205128,4233.333333,4671.794871,3987.692308,4077.435897
4,4389.230769,4475.897435,4556.410256,4276.923076,4474.358974,2726.153847,4388.717948,4228.717948,4245.641025,4527.692307,4234.871794,4675.384615,3994.871795,4084.102564
5,4395.384615,4477.948717,4557.948717,4281.025641,4474.358974,2667.692308,4390.256410,4229.230769,4253.846153,4533.846153,4239.487179,4682.564102,4003.589743,4092.820512
6,4397.948717,4481.025641,4564.102564,4284.102564,4474.871794,2595.897436,4388.205128,4232.820512,4257.948717,4537.435897,4245.128205,4682.051282,4000.512820,4087.692307
7,4398.974358,4483.076923,4563.076923,4282.564102,4475.897435,2658.974359,4388.717948,4231.794871,4256.410256,4529.230769,4240.000000,4676.410256,3991.282052,4076.410256
8,4398.461538,4484.102564,4556.923076,4279.487179,4473.846153,2776.410257,4395.897435,4232.307692,4257.435897,4530.769230,4232.820512,4677.435897,3992.820513,4076.923076
9,4401.025641,4490.256410,4562.051282,4278.461538,4475.897435,2888.717949,4409.230769,4243.589743,4266.153846,4539.487179,4238.974358,4680.512820,4003.589743,4084.615384
10,4401.025641,4494.871794,4568.205128,4282.051282,4478.974358,2975.384616,4416.410256,4250.256410,4269.230769,4535.897435,4247.692307,4680.512820,4001.538461,4082.051282
11,4392.307692,4491.794871,4560.512820,4280.512820,4475.384615,3106.153847,4417.435897,4238.461538,4261.538461,4531.282051,4237.948717,4675.897435,3986.666667,4073.333333
12,4383.076923,4494.871794,4548.205128,4272.820512,4475.897435,3333.333334,4424.102564,4226.666666,4252.307692,4528.717948,4218.461538,4669.743589,3980.000000,4070.256410
13,4382.564102,4503.589743,4545.128205,4272.307692,4479.487179,3498.461539,4430.769230,4229.230769,4246.153846,4521.538461,4214.358974,4668.205128,3987.179488,4074.358974
14,4384.615384,4508.717948,4549.230769,4274.358974,4475.384615,3561.025642,4430.256410,4228.205128,4247.692307,4520.512820,4226.153846,4670.256410,3991.794872,4074.871794
15,4381.538461,4507.692307,4548.717948,4269.743589,4475.384615,3658.974359,4427.179487,4222.051282,4249.230769,4518.461538,4233.846153,4669.743589,3989.743590,4068.205128
16,4380.000000,4504.615384,4544.615384,4264.615384,4485.128205,3793.846154,4431.282051,4225.128205,4245.641025,4515.384615,4227.692307,4667.179487,3985.641026,4063.076923
