,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4402.564102,4535.897435,4567.692307,4276.923076,4497.948717,4222.051282,4424.102564,4138.974358,4233.333333,4500.000000,4235.897435,4544.615384,3943.076924,3961.538462
1,4415.384615,4538.974358,4576.410256,4286.666666,4496.410256,4220.000000,4428.717948,4148.717948,4242.051282,4503.076923,4254.871794,4553.333333,3953.846154,3972.307693
2,4410.769230,4532.820512,4570.769230,4278.461538,4487.179487,4212.307692,4426.666666,4153.846153,4246.666666,4493.333333,4252.820512,4553.846153,3948.717949,3961.025642
3,4410.769230,4538.461538,4569.230769,4277.948717,4500.000000,4218.974358,4430.769230,4154.358974,4243.589743,4503.076923,4247.692307,4552.307692,3951.794872,3962.051283
4,4407.692307,4540.000000,4569.743589,4275.897435,4472.820512,4212.307692,4423.076923,4142.051282,4229.230769,4500.512820,4245.128205,4542.051282,3953.846154,3970.256411
5,4408.205128,4540.000000,4565.641025,4275.384615,4457.948717,4202.564102,4416.410256,4135.384615,4221.538461,4481.538461,4245.641025,4541.025641,3948.717949,3969.230770
6,4431.282051,4553.846153,4572.307692,4290.256410,4503.076923,4214.358974,4427.692307,4151.282051,4235.384615,4489.743589,4255.897435,4559.487179,3955.384616,3982.051283
7,4440.512820,4557.435897,4580.512820,4294.358974,4509.230769,4221.025641,4432.820512,4157.948717,4243.589743,4501.538461,4249.743589,4568.205128,3962.564103,3993.846154
8,4421.025641,4545.641025,4572.820512,4276.923076,4476.923076,4209.743589,4424.615384,4143.589743,4230.256410,4487.179487,4229.230769,4560.512820,3955.384616,3980.512821
9,4421.538461,4552.820512,4569.743589,4277.948717,4495.897435,4212.307692,4429.230769,4146.666666,4230.769230,4491.794871,4241.025641,4565.128205,3960.000000,3975.897436
10,4432.307692,4562.051282,4576.410256,4290.256410,4503.589743,4224.102564,4435.897435,4160.000000,4242.564102,4509.743589,4261.538461,4572.820512,3963.076924,3985.128206
11,4419.487179,4543.076923,4571.282051,4276.923076,4468.205128,4215.384615,4427.179487,4154.871794,4234.871794,4493.846153,4247.692307,4559.487179,3942.051283,3977.948718
12,4412.820512,4534.871794,4566.666666,4271.282051,4477.948717,4211.794871,4430.256410,4151.282051,4228.717948,4483.076923,4242.051282,4558.461538,3945.641026,3979.487180
13,4418.461538,4541.538461,4569.230769,4282.051282,4501.025641,4220.000000,4443.589743,4157.948717,4240.512820,4496.923076,4253.333333,4568.717948,3963.076924,3990.256411
14,4419.487179,4537.435897,4568.205128,4276.410256,4487.692307,4218.461538,4441.538461,4157.435897,4243.589743,4504.102564,4247.692307,4563.589743,3958.461539,3986.666667
15,4429.230769,4545.641025,4574.358974,4274.871794,4484.102564,4215.384615,4432.820512,4155.384615,4243.589743,4509.230769,4249.230769,4564.615384,3959.487180,3986.666667
16,4434.358974,4558.461538,4578.461538,4285.128205,4478.461538,4214.871794,4429.230769,4160.512820,4246.666666,4508.205128,4265.641025,4572.820512,3965.641026,3992.307693
17,4430.256410,4551.794871,4575.384615,4284.102564,4469.230769,4212.307692,4431.794871,4165.128205,4244.615384,4492.820512,4263.076923,4569.230769,3957.948718,3989.230770
18,4441.025641,4553.333333,4580.512820,4280.000000,4495.897435,4218.461538,4442.051282,4171.794871,4248.205128,4493.846153,4258.461538,4571.794871,3961.025642,3993.333334
19,4448.205128,4558.974358,4584.102564,4282.564102,4513.333333,4225.128205,4449.230769,4169.743589,4251.794871,4500.512820,4266.153846,4578.974358,3970.769231,4002.564102
20,4433.333333,4544.102564,4574.871794,4277.435897,4489.230769,4218.461538,4442.564102,4156.923076,4240.512820,4493.846153,4250.256410,4570.256410,3963.589744,3992.307693
21,4424.615384,4536.410256,4569.230769,4271.794871,4478.974358,4214.358974,4436.410256,4152.820512,4234.358974,4490.256410,4231.794871,4564.615384,3956.923077,3977.435898
22,4419.487179,4537.435897,4566.666666,4269.743589,4469.743589,4210.769230,4430.769230,4152.307692,4237.948717,4480.000000,4240.512820,4563.589743,3949.743590,3968.205129
23,4409.230769,4529.230769,4561.025641,4261.538461,4445.641025,4202.051282,4422.564102,4143.589743,4230.256410,4465.641025,4246.666666,4555.384615,3937.948718,3961.538462
24,4422.051282,4537.435897,4569.230769,4267.692307,4465.128205,4210.769230,4430.769230,4148.717948,4230.769230,4484.615384,4244.615384,4564.615384,3952.307693,3976.923077
25,4438.461538,4553.333333,4584.102564,4286.666666,4501.538461,4226.666666,4443.589743,4169.743589,4248.205128,4508.717948,4250.256410,4584.615384,3975.384616,3999.487180
