,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4401.025641,4545.128205,4525.128205,4263.076923,4367.179487,4184.615384,4435.384615,4168.205128,4228.205128,4472.820512,4198.974358,4628.205128,3971.282052,4022.564102
1,4403.076923,4542.051282,4525.641025,4261.538461,4354.871794,4183.076923,4436.923076,4168.205128,4226.666666,4474.358974,4204.615384,4631.794871,3971.282052,4023.589743
2,4411.794871,4543.076923,4535.384615,4275.384615,4368.717948,4189.743589,4445.128205,4176.923076,4228.717948,4477.435897,4205.641025,4633.846153,3981.025642,4036.923076
3,4417.435897,4551.794871,4535.897435,4276.923076,4374.871794,4192.307692,4444.102564,4175.384615,4232.820512,4475.384615,4199.487179,4633.333333,3985.128206,4045.128205
4,4424.102564,4557.435897,4532.307692,4273.333333,4372.307692,4192.307692,4440.512820,4172.820512,4233.333333,4481.538461,4203.589743,4637.948717,3984.615385,4045.128205
5,4428.205128,4557.435897,4540.000000,4280.000000,4381.025641,4197.948717,4445.641025,4180.000000,4233.846153,4493.846153,4217.948717,4644.102564,3990.256411,4045.128205
6,4421.025641,4552.820512,4542.564102,4279.487179,4382.564102,4194.871794,4443.589743,4179.487179,4230.769230,4489.230769,4214.871794,4641.538461,3988.205129,4041.538461
7,4411.282051,4547.179487,4533.333333,4264.615384,4368.205128,4183.589743,4431.794871,4167.692307,4226.666666,4473.333333,4198.461538,4633.846153,3975.384616,4038.974358
8,4410.256410,4547.692307,4528.717948,4262.564102,4362.051282,4181.025641,4425.641025,4164.102564,4223.076923,4471.282051,4200.512820,4630.256410,3974.358975,4038.974358
9,4415.897435,4554.358974,4534.358974,4276.410256,4366.153846,4183.589743,4428.205128,4167.692307,4221.025641,4476.410256,4216.410256,4632.820512,3984.615385,4035.897435
10,4418.974358,4556.410256,4536.923076,4276.410256,4370.256410,4183.076923,4430.256410,4168.205128,4225.641025,4476.410256,4218.461538,4635.384615,3986.153847,4038.974358
11,4411.794871,4548.717948,4527.179487,4263.076923,4367.692307,4177.435897,4426.666666,4168.717948,4224.615384,4477.948717,4204.102564,4632.307692,3982.564103,4042.564102
12,4401.538461,4544.102564,4518.974358,4260.000000,4370.769230,4169.230769,4422.564102,4166.153846,4220.512820,4476.410256,4195.384615,4626.153846,3982.051283,4033.846153
13,4406.153846,4550.256410,4527.179487,4274.871794,4388.717948,4175.897435,4425.128205,4165.128205,4224.102564,4472.820512,4208.205128,4632.307692,3981.025642,4035.384615
14,4413.846153,4557.435897,4538.461538,4283.589743,4398.974358,4187.692307,4431.794871,4171.794871,4228.717948,4479.487179,4220.000000,4642.051282,3982.564103,4048.717948
15,4408.205128,4552.307692,4536.923076,4271.794871,4388.717948,4179.487179,4427.692307,4168.205128,4223.589743,4479.487179,4207.692307,4635.384615,3986.153847,4043.589743
