,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4409.230769,4440.512820,4565.128205,4255.897435,4455.384615,4205.641025,4430.769230,4206.666666,4238.974358,4506.153846,4275.384615,4568.205128,3945.128206,3932.820513
1,4416.410256,4466.666666,4566.153846,4263.589743,4456.923076,4203.589743,4424.615384,4193.333333,4234.358974,4492.820512,4272.307692,4564.102564,3948.205129,3932.820513
2,4431.282051,4480.000000,4571.794871,4272.820512,4471.282051,4213.846153,4429.230769,4196.410256,4245.641025,4493.333333,4284.615384,4574.358974,3957.435898,3941.025642
3,4431.282051,4475.897435,4570.769230,4272.307692,4477.948717,4220.512820,4431.282051,4202.564102,4250.769230,4507.692307,4287.179487,4577.948717,3958.461539,3942.564103
4,4427.692307,4475.384615,4571.282051,4274.358974,4469.743589,4215.384615,4430.256410,4201.538461,4247.179487,4512.307692,4287.179487,4572.820512,3957.948718,3949.230770
5,4429.743589,4473.846153,4573.333333,4273.846153,4467.692307,4211.794871,4428.205128,4195.384615,4242.564102,4504.615384,4290.256410,4573.333333,3953.846154,3954.358975
6,4432.820512,4474.358974,4574.871794,4271.794871,4477.948717,4217.435897,4428.717948,4192.820512,4243.076923,4502.564102,4294.871794,4578.974358,3948.717949,3951.282052
7,4432.820512,4478.461538,4575.384615,4271.794871,4474.871794,4217.435897,4430.256410,4198.461538,4247.179487,4506.666666,4301.538461,4581.025641,3948.205129,3949.230770
8,4427.179487,4470.256410,4571.794871,4268.717948,4461.025641,4208.717948,4428.717948,4196.410256,4243.589743,4500.000000,4294.358974,4577.948717,3946.666667,3948.717949
9,4422.564102,4464.102564,4569.230769,4264.615384,4461.538461,4207.692307,4427.179487,4188.205128,4240.000000,4490.769230,4287.179487,4572.820512,3943.589744,3942.564103
10,4417.435897,4460.512820,4561.538461,4257.948717,4451.794871,4206.666666,4421.538461,4184.615384,4235.897435,4490.256410,4285.128205,4563.589743,3936.410257,3928.205129
11,4395.897435,4444.102564,4542.051282,4249.230769,4416.923076,4190.256410,4408.205128,4176.410256,4221.538461,4482.051282,4267.692307,4544.102564,3916.923077,3904.102565
12,4384.102564,4438.974358,4536.923076,4243.589743,4422.564102,4186.153846,4411.282051,4174.358974,4224.615384,4475.384615,4257.435897,4533.846153,3909.230770,3899.487180
13,4404.615384,4454.871794,4554.358974,4251.282051,4472.307692,4203.589743,4428.717948,4194.358974,4247.692307,4488.717948,4278.461538,4547.179487,3925.641026,3925.128206
14,4419.487179,4460.512820,4561.025641,4260.000000,4479.487179,4209.230769,4434.358974,4204.102564,4248.717948,4497.948717,4289.743589,4559.487179,3934.871795,3936.410257
15,4407.692307,4446.153846,4550.256410,4251.282051,4443.076923,4197.948717,4426.666666,4188.717948,4232.307692,4487.179487,4275.384615,4555.384615,3924.615385,3921.025642
16,4399.487179,4441.025641,4550.769230,4239.487179,4437.435897,4199.487179,4423.589743,4182.051282,4231.794871,4484.615384,4276.410256,4554.871794,3915.897436,3913.333334
17,4401.025641,4453.846153,4556.410256,4245.128205,4460.000000,4214.358974,4433.333333,4194.358974,4239.487179,4496.923076,4283.589743,4560.512820,3914.871795,3918.461539
18,4401.025641,4456.923076,4553.333333,4258.974358,4468.717948,4223.076923,4442.564102,4204.615384,4247.692307,4506.153846,4278.461538,4560.000000,3921.025642,3922.051283
19,4410.769230,4455.897435,4553.846153,4263.589743,4466.666666,4218.974358,4440.000000,4210.769230,4256.923076,4512.307692,4285.641025,4563.589743,3933.333334,3927.179488
20,4424.615384,4463.589743,4564.102564,4265.641025,4473.846153,4213.333333,4433.333333,4215.897435,4263.589743,4523.076923,4307.179487,4574.358974,3942.564103,3935.897436
21,4425.641025,4470.769230,4570.769230,4269.230769,4482.051282,4217.435897,4433.333333,4210.256410,4269.743589,4528.205128,4316.410256,4581.538461,3944.615385,3943.076924
22,4418.974358,4466.666666,4565.128205,4266.666666,4466.153846,4217.948717,4433.333333,4201.025641,4264.102564,4514.871794,4310.256410,4576.410256,3944.615385,3944.102565
23,4413.846153,4460.512820,4555.384615,4258.461538,4441.025641,4206.666666,4429.230769,4200.000000,4248.717948,4496.410256,4303.076923,4566.153846,3939.487180,3936.923077
24,4411.282051,4457.948717,4554.358974,4252.307692,4442.051282,4203.589743,4427.179487,4199.487179,4241.538461,4497.948717,4296.410256,4562.564102,3931.282052,3932.820513
25,4411.282051,4456.923076,4557.435897,4257.948717,4456.410256,4211.282051,4427.179487,4196.923076,4245.641025,4511.794871,4292.820512,4564.102564,3930.256411,3934.871795
26,4415.384615,4462.564102,4556.410256,4268.205128,4465.128205,4208.717948,4429.230769,4197.948717,4251.282051,4515.897435,4292.820512,4564.102564,3933.333334,3934.358975
27,4413.846153,4463.589743,4554.871794,4265.128205,4469.743589,4205.128205,4429.230769,4198.461538,4248.717948,4504.102564,4289.743589,4560.000000,3927.692308,3925.128206
28,4409.230769,4459.487179,4556.410256,4258.461538,4475.384615,4212.820512,4429.743589,4197.948717,4244.615384,4491.794871,4291.282051,4557.948717,3922.564103,3922.051283
29,4413.846153,4461.538461,4555.897435,4263.589743,4471.794871,4213.333333,4430.256410,4198.974358,4244.615384,4491.794871,4300.000000,4561.025641,3930.769231,3931.282052
30,4413.846153,4461.538461,4552.307692,4265.128205,4452.820512,4201.538461,4428.205128,4200.512820,4247.179487,4493.333333,4301.538461,4561.025641,3935.897436,3930.256411
31,4403.076923,4455.897435,4551.282051,4255.384615,4438.461538,4197.435897,4426.153846,4198.974358,4248.205128,4491.794871,4292.820512,4554.871794,3924.102565,3917.948718
32,4403.589743,4453.846153,4553.846153,4254.871794,4451.282051,4206.153846,4427.179487,4193.333333,4248.205128,4493.846153,4290.769230,4555.897435,3918.974359,3917.948718
33,4415.897435,4461.538461,4557.948717,4263.076923,4465.128205,4211.282051,4429.230769,4186.153846,4243.589743,4490.769230,4297.948717,4565.641025,3931.282052,3929.743590
34,4418.974358,4467.692307,4556.410256,4265.641025,4452.307692,4207.179487,4423.076923,4184.102564,4234.871794,4484.102564,4300.000000,4568.205128,3935.897436,3930.256411
35,4412.307692,4461.025641,4552.307692,4257.435897,4436.923076,4197.435897,4413.333333,4182.051282,4231.282051,4487.692307,4293.333333,4560.512820,3925.128206,3923.076924
36,4404.102564,4448.717948,4547.692307,4242.564102,4423.589743,4188.717948,4408.717948,4173.846153,4231.282051,4486.153846,4282.051282,4551.794871,3915.384616,3920.000000
37,4398.974358,4450.769230,4539.487179,4238.461538,4422.051282,4189.743589,4411.282051,4171.282051,4230.256410,4474.871794,4272.307692,4547.692307,3915.384616,3914.871795
38,4393.846153,4450.769230,4540.512820,4244.102564,4450.256410,4206.153846,4423.076923,4183.589743,4238.461538,4482.051282,4273.333333,4550.769230,3916.923077,3909.743590
39,4391.794871,4441.025641,4549.743589,4246.153846,4465.128205,4217.435897,4432.820512,4191.794871,4243.076923,4495.897435,4284.102564,4553.333333,3911.794872,3910.256411
40,4406.666666,4455.384615,4554.871794,4255.384615,4453.333333,4207.692307,4430.769230,4188.205128,4234.871794,4495.384615,4288.717948,4557.435897,3913.333334,3920.512821
41,4430.256410,4482.564102,4559.487179,4271.282051,4451.794871,4202.051282,4426.153846,4185.128205,4233.846153,4488.717948,4284.102564,4565.128205,3928.205129,3939.487180
42,4434.871794,4487.179487,4562.564102,4268.205128,4451.794871,4204.615384,4425.641025,4179.487179,4233.333333,4477.435897,4281.025641,4566.666666,3934.871795,3946.153847
43,4426.153846,4482.564102,4556.923076,4258.974358,4442.564102,4199.487179,4420.512820,4168.205128,4218.461538,4468.205128,4280.512820,4564.102564,3926.153847,3940.512821
44,4429.743589,4489.743589,4553.333333,4264.615384,4449.743589,4199.487179,4415.384615,4167.179487,4210.769230,4475.897435,4274.871794,4565.641025,3921.025642,3941.538462
45,4434.358974,4489.230769,4556.410256,4265.128205,4451.794871,4201.538461,4415.897435,4172.307692,4217.948717,4480.512820,4267.692307,4564.102564,3916.410257,3945.128206
46,4427.692307,4480.000000,4556.410256,4253.846153,4436.410256,4192.307692,4415.384615,4171.794871,4220.512820,4464.102564,4264.615384,4562.051282,3900.000000,3936.923077
47,4423.589743,4478.974358,4553.846153,4250.769230,4437.435897,4189.230769,4416.410256,4172.307692,4218.974358,4456.923076,4269.230769,4564.102564,3892.820513,3930.769231
48,4424.102564,4484.615384,4554.358974,4258.461538,4442.564102,4194.358974,4414.358974,4173.846153,4215.384615,4469.743589,4275.897435,4566.153846,3904.615385,3936.410257
49,4427.692307,4493.333333,4563.589743,4268.205128,4441.538461,4193.333333,4412.307692,4174.358974,4214.871794,4483.589743,4283.076923,4573.846153,3920.512821,3944.615385
50,4429.230769,4493.846153,4568.205128,4268.205128,4447.692307,4192.820512,4413.333333,4177.948717,4222.564102,4481.025641,4282.051282,4580.000000,3917.435898,3945.128206
51,4425.128205,4484.615384,4556.923076,4261.025641,4454.871794,4196.923076,4411.794871,4174.871794,4221.025641,4465.128205,4274.871794,4571.282051,3904.102565,3935.384616
52,4427.692307,4486.666666,4555.384615,4264.615384,4463.076923,4201.025641,4416.410256,4173.333333,4219.487179,4475.384615,4275.897435,4571.794871,3911.794872,3932.820513
53,4436.923076,4496.923076,4571.282051,4272.820512,4466.153846,4202.051282,4425.128205,4183.589743,4229.230769,4499.487179,4282.564102,4581.538461,3924.102565,3944.102565
54,4430.769230,4494.358974,4570.256410,4269.230769,4453.846153,4196.923076,4426.153846,4190.769230,4233.333333,4490.769230,4285.128205,4576.923076,3916.923077,3942.564103
55,4420.512820,4485.641025,4555.897435,4261.538461,4440.512820,4194.358974,4422.051282,4188.717948,4231.794871,4477.435897,4278.461538,4568.205128,3906.666667,3929.230770
56,4424.615384,4488.717948,4556.923076,4263.589743,4438.461538,4195.897435,4421.538461,4185.128205,4231.282051,4485.641025,4273.333333,4567.179487,3909.230770,3928.205129
57,4429.743589,4491.282051,4563.589743,4266.666666,4441.025641,4191.282051,4421.025641,4186.153846,4227.692307,4477.948717,4278.974358,4566.666666,3909.743590,3934.358975
58,4430.256410,4491.282051,4563.589743,4267.179487,4441.025641,4191.282051,4417.435897,4185.128205,4225.641025,4465.641025,4283.076923,4571.794871,3909.230770,3935.897436
59,4423.589743,4489.743589,4563.589743,4265.128205,4435.384615,4194.871794,4412.307692,4174.358974,4223.589743,4474.871794,4272.820512,4572.307692,3908.717949,3931.282052
60,4414.871794,4481.025641,4563.589743,4262.564102,4442.051282,4195.897435,4415.897435,4171.282051,4219.487179,4477.435897,4262.051282,4561.538461,3891.794872,3917.948718
61,4426.153846,4482.564102,4570.256410,4270.256410,4469.743589,4203.589743,4430.256410,4190.256410,4226.153846,4479.487179,4274.871794,4566.153846,3894.358975,3919.487180
62,4448.717948,4496.410256,4583.076923,4285.128205,4475.897435,4212.307692,4436.923076,4198.974358,4236.923076,4494.358974,4299.487179,4586.666666,3939.487180,3948.205129
63,4448.717948,4495.384615,4584.615384,4284.615384,4442.051282,4204.102564,4428.717948,4187.179487,4237.435897,4496.923076,4316.410256,4594.358974,3976.410257,3964.102565
64,4436.923076,4474.871794,4572.307692,4264.615384,4418.461538,4189.230769,4420.000000,4178.974358,4230.769230,4488.717948,4315.897435,4587.179487,3983.076924,3949.743590
65,4442.564102,4461.538461,4569.230769,4252.820512,4436.923076,4191.794871,4422.051282,4188.717948,4239.487179,4498.461538,4314.871794,4593.333333,4000.512820,3952.820513
66,4452.820512,4461.025641,4580.000000,4261.025641,4459.487179,4202.564102,4430.256410,4201.538461,4258.974358,4515.384615,4323.589743,4604.102564,4019.487179,3971.794872
67,4451.794871,4462.564102,4586.153846,4267.179487,4446.666666,4203.589743,4431.282051,4195.384615,4257.435897,4515.384615,4323.589743,4600.000000,4005.641025,3970.256411
68,4449.743589,4467.692307,4583.589743,4265.128205,4431.794871,4195.897435,4426.153846,4187.179487,4241.538461,4500.512820,4319.487179,4596.923076,3996.923077,3962.564103
69,4453.333333,4471.282051,4585.641025,4268.717948,4445.641025,4198.974358,4428.717948,4195.384615,4245.128205,4492.307692,4331.282051,4604.615384,4013.846153,3970.769231
70,4449.743589,4467.692307,4587.692307,4271.282051,4450.769230,4204.615384,4432.820512,4198.974358,4254.358974,4496.410256,4340.512820,4605.128205,4016.923076,3972.307693
71,4438.974358,4462.051282,4582.564102,4262.564102,4431.282051,4196.923076,4426.153846,4182.564102,4244.615384,4500.512820,4322.051282,4598.974358,4001.538461,3960.000000
72,4445.128205,4465.128205,4580.512820,4261.538461,4438.461538,4196.410256,4426.153846,4183.589743,4240.512820,4510.256410,4317.948717,4602.051282,4001.025641,3958.461539
73,4461.025641,4473.333333,4588.717948,4273.846153,4468.717948,4207.179487,4440.512820,4203.076923,4257.948717,4523.076923,4338.974358,4609.743589,4008.717948,3961.025642
74,4451.794871,4473.333333,4587.692307,4274.871794,4471.794871,4209.743589,4447.692307,4207.179487,4267.692307,4517.948717,4335.897435,4608.717948,4004.102564,3956.923077
75,4429.743589,4464.615384,4574.358974,4265.128205,4458.974358,4202.051282,4440.000000,4199.487179,4257.435897,4506.153846,4315.384615,4593.846153,3995.384616,3956.410257
76,4424.102564,4457.948717,4567.692307,4260.000000,4445.128205,4196.923076,4432.307692,4196.923076,4250.256410,4509.230769,4307.692307,4578.974358,3987.179488,3950.256411
77,4428.717948,4458.974358,4567.692307,4255.384615,4429.743589,4201.538461,4432.820512,4198.974358,4251.794871,4505.128205,4306.153846,4578.461538,3982.051283,3938.974359
78,4432.307692,4462.051282,4571.794871,4258.461538,4434.358974,4203.589743,4436.923076,4200.000000,4252.820512,4487.692307,4310.256410,4584.615384,3988.717949,3944.615385
79,4442.051282,4468.717948,4580.512820,4274.871794,4457.435897,4201.025641,4442.051282,4206.666666,4261.025641,4496.410256,4325.641025,4591.794871,3995.384616,3957.948718
80,4445.128205,4476.410256,4584.615384,4276.923076,4466.666666,4206.153846,4443.589743,4207.692307,4269.230769,4521.025641,4332.820512,4595.384615,3996.923077,3951.282052
