,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4385.641025,4515.384615,4546.666666,4262.051282,4490.256410,4179.487179,4438.974358,4204.615384,4244.102564,4509.743589,4210.256410,4660.000000,3995.384616,4081.538461
1,4380.512820,4506.153846,4545.128205,4256.923076,4481.025641,4178.974358,4438.461538,4208.205128,4243.589743,4508.205128,4203.076923,4654.358974,3995.897436,4073.846153
2,4388.205128,4504.615384,4556.410256,4253.333333,4497.435897,4188.205128,4447.179487,4213.846153,4244.102564,4509.230769,4213.846153,4663.589743,4008.717948,4080.512820
3,4404.615384,4516.923076,4565.128205,4251.282051,4515.897435,4194.358974,4450.769230,4212.307692,4247.692307,4527.179487,4227.692307,4675.897435,4018.461538,4092.820512
4,4411.282051,4520.512820,4563.589743,4249.230769,4515.384615,4193.333333,4448.717948,4213.846153,4250.769230,4529.230769,4223.076923,4675.897435,4017.435897,4096.410256
5,4406.153846,4509.743589,4560.512820,4252.820512,4511.282051,4195.384615,4451.282051,4221.025641,4249.230769,4516.410256,4223.076923,4673.333333,4018.461538,4098.974358
6,4409.230769,4515.384615,4558.461538,4256.410256,4511.282051,4197.948717,4453.846153,4219.487179,4248.205128,4528.717948,4231.282051,4673.846153,4023.076923,4101.025641
7,4415.897435,4522.051282,4554.358974,4255.384615,4510.256410,4193.333333,4449.743589,4209.743589,4242.564102,4525.128205,4227.692307,4673.846153,4016.923076,4093.333333
8,4414.871794,4512.307692,4555.384615,4256.923076,4514.871794,4192.307692,4448.205128,4207.179487,4234.358974,4496.410256,4218.461538,4675.897435,4007.692307,4085.128205
9,4416.410256,4516.923076,4559.487179,4253.846153,4509.743589,4190.769230,4444.615384,4208.205128,4226.666666,4493.333333,4214.871794,4674.871794,4002.564102,4084.615384
10,4411.794871,4523.589743,4553.333333,4241.025641,4486.666666,4177.948717,4435.384615,4199.487179,4222.051282,4506.666666,4210.769230,4669.743589,3997.435898,4085.128205
11,4397.435897,4508.717948,4541.538461,4240.000000,4479.487179,4169.230769,4431.794871,4192.820512,4221.025641,4502.564102,4203.589743,4662.564102,3995.384616,4076.923076
12,4402.564102,4503.589743,4546.153846,4254.871794,4502.051282,4178.461538,4438.974358,4205.641025,4229.743589,4496.923076,4210.256410,4664.615384,4001.538461,4077.948717
13,4418.974358,4518.461538,4557.948717,4262.564102,4520.000000,4190.769230,4446.666666,4223.076923,4246.153846,4507.179487,4226.153846,4674.871794,4014.871794,4093.333333
14,4415.897435,4527.692307,4556.923076,4257.435897,4517.435897,4193.333333,4450.256410,4225.641025,4257.948717,4526.153846,4235.897435,4682.051282,4018.974358,4097.435897
15,4408.205128,4526.153846,4551.794871,4253.846153,4509.743589,4189.743589,4451.794871,4223.589743,4262.051282,4544.102564,4238.974358,4682.051282,4011.794871,4088.717948
16,4409.743589,4523.589743,4550.769230,4253.333333,4515.384615,4189.743589,4452.820512,4225.641025,4261.025641,4541.538461,4234.871794,4681.538461,4014.871794,4089.230769
17,4410.769230,4522.564102,4554.358974,4260.512820,4530.256410,4192.820512,4455.384615,4227.692307,4261.538461,4536.410256,4233.333333,4684.102564,4029.230769,4097.948717
18,4411.794871,4520.000000,4557.435897,4266.153846,4519.487179,4181.538461,4452.307692,4222.051282,4259.487179,4535.897435,4238.461538,4686.153846,4024.615384,4099.487179
19,4413.846153,4515.897435,4557.948717,4259.487179,4495.384615,4162.051282,4442.564102,4212.307692,4247.692307,4516.410256,4230.769230,4682.051282,4003.076923,4094.871794
20,4410.256410,4520.512820,4551.282051,4255.384615,4499.487179,4158.974358,4435.897435,4207.179487,4237.948717,4501.538461,4214.871794,4671.282051,4001.025641,4086.666666
21,4406.666666,4526.666666,4544.615384,4261.025641,4518.974358,4167.692307,4436.923076,4207.179487,4240.000000,4518.461538,4215.897435,4666.666666,4017.948717,4080.000000
