,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4383.589743,4524.102564,4543.076923,4248.717948,4511.282051,4198.461538,4435.897435,4189.230769,4241.538461,4506.153846,4217.948717,4589.743589,3919.487180,3910.256411
1,4393.333333,4530.769230,4548.205128,4255.384615,4516.923076,4204.102564,4442.564102,4189.230769,4254.871794,4508.717948,4227.179487,4591.282051,3927.692308,3919.487180
2,4395.384615,4534.871794,4544.102564,4247.692307,4508.717948,4199.487179,4441.538461,4186.153846,4250.256410,4508.205128,4225.128205,4590.256410,3922.564103,3915.384616
3,4386.153846,4527.179487,4538.461538,4242.051282,4492.820512,4191.794871,4430.769230,4186.666666,4237.948717,4501.538461,4214.358974,4584.102564,3914.871795,3904.615385
4,4375.384615,4516.923076,4537.435897,4243.589743,4478.461538,4184.102564,4425.128205,4180.000000,4234.871794,4490.256410,4211.282051,4573.333333,3908.205129,3898.461539
5,4373.846153,4520.000000,4536.410256,4246.153846,4488.717948,4184.615384,4428.717948,4173.846153,4237.948717,4489.230769,4208.205128,4573.846153,3909.743590,3899.487180
6,4377.948717,4525.641025,4537.435897,4248.717948,4508.205128,4194.871794,4430.256410,4176.410256,4235.384615,4500.512820,4204.615384,4578.974358,3922.051283,3903.076924
7,4379.487179,4523.076923,4537.435897,4248.205128,4505.641025,4194.358974,4425.128205,4176.410256,4230.256410,4504.102564,4208.205128,4576.410256,3924.102565,3904.102565
8,4378.461538,4524.102564,4534.358974,4240.000000,4497.435897,4186.666666,4425.128205,4170.769230,4232.820512,4500.512820,4207.692307,4573.333333,3913.333334,3901.025642
9,4376.923076,4527.179487,4534.871794,4235.897435,4504.102564,4184.102564,4425.128205,4168.717948,4233.846153,4498.461538,4198.461538,4574.871794,3911.794872,3894.358975
10,4374.358974,4526.666666,4536.410256,4238.461538,4511.794871,4186.153846,4420.512820,4167.179487,4226.666666,4504.102564,4196.923076,4571.282051,3918.461539,3889.743590
11,4372.820512,4524.615384,4535.897435,4242.564102,4509.230769,4190.256410,4416.410256,4163.076923,4225.128205,4511.794871,4205.641025,4565.641025,3921.025642,3896.923077
12,4375.897435,4526.666666,4535.384615,4244.102564,4500.512820,4186.666666,4413.846153,4161.538461,4226.666666,4509.743589,4211.282051,4566.666666,3920.512821,3908.205129
13,4381.538461,4529.743589,4534.871794,4241.025641,4490.769230,4175.384615,4411.282051,4159.487179,4217.435897,4501.025641,4205.641025,4568.205128,3916.923077,3907.179488
14,4377.948717,4524.615384,4534.358974,4234.358974,4480.000000,4172.307692,4410.769230,4152.820512,4208.205128,4491.794871,4190.256410,4567.179487,3907.692308,3898.974359
15,4370.256410,4516.923076,4535.384615,4230.769230,4467.179487,4177.435897,4409.230769,4150.256410,4211.282051,4486.666666,4188.717948,4569.743589,3905.641026,3901.538462
16,4375.384615,4524.615384,4539.487179,4236.923076,4479.487179,4178.974358,4411.282051,4164.615384,4223.076923,4500.000000,4208.205128,4577.948717,3923.076924,3908.205129
17,4389.743589,4536.923076,4543.076923,4246.666666,4513.333333,4181.538461,4420.512820,4181.538461,4233.333333,4517.435897,4217.948717,4586.153846,3938.461539,3908.717949
18,4394.358974,4534.871794,4541.538461,4250.769230,4516.923076,4186.666666,4424.102564,4178.461538,4231.794871,4514.871794,4208.205128,4584.615384,3925.641026,3909.743590
19,4386.666666,4530.256410,4538.974358,4247.179487,4503.076923,4188.205128,4425.128205,4174.871794,4227.692307,4505.128205,4206.666666,4577.948717,3912.820513,3912.820513
20,4382.051282,4536.923076,4540.512820,4246.666666,4506.153846,4188.205128,4427.692307,4178.974358,4229.743589,4504.615384,4213.333333,4575.897435,3923.076924,3914.871795
21,4383.589743,4534.871794,4539.487179,4245.128205,4504.102564,4187.179487,4423.589743,4177.435897,4228.717948,4499.487179,4203.076923,4573.333333,3922.564103,3912.307693
22,4367.692307,4502.051282,4532.820512,4225.128205,4486.666666,4183.589743,4424.102564,4180.512820,4226.153846,4488.717948,4183.076923,4563.076923,3896.410257,3894.358975
23,4348.717948,4478.461538,4532.820512,4210.256410,4485.641025,4184.615384,4432.307692,4186.666666,4226.153846,4487.692307,4180.512820,4560.512820,3879.487180,3877.435898
24,4356.410256,4501.538461,4534.871794,4225.128205,4501.025641,4187.692307,4430.256410,4177.435897,4222.564102,4492.820512,4189.743589,4564.615384,3888.205129,3886.666667
25,4366.153846,4527.179487,4528.717948,4242.564102,4502.564102,4184.615384,4421.025641,4166.153846,4214.358974,4489.230769,4181.538461,4559.487179,3882.051283,3890.769231
26,4348.717948,4524.615384,4515.384615,4236.410256,4480.000000,4174.871794,4416.410256,4160.000000,4203.589743,4476.923076,4155.897435,4544.102564,3852.307693,3863.076924
27,4336.923076,4526.666666,4505.641025,4228.205128,4472.307692,4171.794871,4410.769230,4149.230769,4191.282051,4467.692307,4146.666666,4535.384615,3843.589744,3852.820513
28,4347.179487,4538.974358,4504.615384,4234.358974,4497.435897,4182.051282,4416.923076,4150.256410,4192.307692,4473.333333,4157.435897,4536.923076,3851.282052,3872.307693
29,4348.205128,4536.410256,4507.179487,4233.846153,4510.256410,4187.692307,4428.717948,4163.076923,4206.153846,4477.435897,4161.025641,4540.000000,3842.564103,3871.794872
30,4335.897435,4529.743589,4503.589743,4228.717948,4501.538461,4183.589743,4424.102564,4163.589743,4206.666666,4473.846153,4156.923076,4539.487179,3834.358975,3857.435898
31,4330.769230,4528.205128,4501.538461,4234.358974,4498.974358,4182.564102,4418.461538,4159.487179,4204.102564,4475.897435,4156.410256,4536.923076,3845.641026,3861.538462
32,4334.358974,4529.743589,4504.102564,4234.871794,4492.820512,4185.641025,4425.128205,4163.589743,4209.743589,4476.923076,4159.487179,4536.923076,3855.384616,3865.128206
33,4341.025641,4536.410256,4505.128205,4230.256410,4486.666666,4187.179487,4428.205128,4169.230769,4213.846153,4474.358974,4170.256410,4545.128205,3858.974359,3862.564103
34,4343.589743,4538.974358,4505.641025,4240.512820,4495.384615,4188.717948,4426.153846,4170.256410,4212.307692,4480.000000,4175.897435,4551.282051,3858.974359,3866.153847
35,4344.102564,4536.923076,4505.641025,4248.205128,4505.641025,4185.128205,4425.641025,4164.102564,4211.794871,4484.615384,4166.153846,4545.641025,3860.512821,3872.820513
36,4347.692307,4537.435897,4503.589743,4235.897435,4504.615384,4184.102564,4422.564102,4162.051282,4213.846153,4482.051282,4166.666666,4544.615384,3865.641026,3878.461539
37,4356.923076,4538.461538,4505.641025,4233.333333,4503.076923,4191.794871,4421.025641,4166.666666,4216.410256,4488.205128,4176.410256,4551.794871,3865.128206,3879.487180
38,4365.128205,4542.051282,4510.256410,4249.230769,4512.820512,4195.897435,4427.692307,4169.743589,4217.948717,4493.846153,4182.051282,4554.358974,3862.051283,3878.974359
39,4358.461538,4544.102564,4510.256410,4251.282051,4522.051282,4194.358974,4430.256410,4172.307692,4217.948717,4484.615384,4187.692307,4555.897435,3865.641026,3879.487180
