,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,4370.256410,4523.076923,4535.897435,4275.384615,4495.897435,4140.000000,4472.307692,4197.435897,4227.179487,4496.923076,4205.641025,4643.589743,4007.692307,4060.000000
1,4377.435897,4525.128205,4543.076923,4283.076923,4501.538461,4141.025641,4473.846153,4200.000000,4237.435897,4501.025641,4214.358974,4649.743589,4010.769230,4065.641025
2,4372.307692,4521.025641,4551.794871,4283.076923,4491.794871,4140.000000,4474.358974,4200.000000,4238.974358,4513.333333,4223.076923,4651.282051,4008.717948,4063.589743
3,4367.179487,4516.410256,4545.641025,4280.512820,4485.641025,4138.461538,4472.820512,4197.948717,4230.769230,4509.743589,4217.435897,4650.769230,4003.076923,4055.384615
4,4367.692307,4514.358974,4540.000000,4275.897435,4493.333333,4140.512820,4472.820512,4197.948717,4229.230769,4495.384615,4213.333333,4648.205128,3997.948718,4055.897435
5,4364.102564,4512.307692,4536.923076,4265.128205,4493.333333,4140.512820,4471.794871,4196.410256,4231.282051,4493.333333,4213.333333,4637.948717,3994.871795,4059.487179
6,4358.974358,4513.846153,4533.333333,4262.564102,4487.692307,4138.974358,4472.307692,4197.948717,4233.333333,4503.076923,4208.717948,4633.333333,4002.051282,4056.410256
7,4366.666666,4521.538461,4541.538461,4275.384615,4490.769230,4143.076923,4474.358974,4204.615384,4242.051282,4513.333333,4211.794871,4643.076923,4013.846153,4060.512820
8,4380.000000,4525.128205,4551.794871,4279.487179,4497.948717,4142.564102,4472.820512,4205.641025,4246.666666,4513.333333,4225.128205,4652.820512,4016.923076,4069.230769
9,4386.153846,4529.743589,4558.461538,4281.538461,4498.974358,4138.461538,4469.230769,4204.102564,4245.128205,4509.230769,4233.333333,4661.025641,4019.487179,4074.871794
10,4388.717948,4541.538461,4565.128205,4293.846153,4500.512820,4145.128205,4466.153846,4205.641025,4247.692307,4514.871794,4231.794871,4667.692307,4028.717948,4085.128205
11,4387.692307,4538.461538,4562.051282,4294.871794,4504.615384,4150.256410,4460.512820,4204.615384,4250.256410,4518.974358,4228.205128,4665.128205,4027.692307,4088.717948
12,4382.564102,4524.102564,4551.794871,4280.512820,4502.051282,4146.153846,4462.564102,4200.512820,4246.153846,4510.769230,4233.846153,4657.948717,4014.871794,4076.410256
13,4380.000000,4523.589743,4548.205128,4277.435897,4500.512820,4146.153846,4472.307692,4201.025641,4243.076923,4505.641025,4236.410256,4655.384615,4014.358974,4070.769230
14,4380.000000,4526.153846,4548.205128,4286.153846,4504.102564,4155.384615,4476.923076,4203.589743,4247.179487,4513.333333,4219.487179,4652.307692,4020.000000,4075.384615
15,4370.256410,4517.435897,4546.153846,4279.487179,4500.512820,4157.948717,4473.333333,4207.179487,4248.717948,4516.410256,4206.153846,4648.717948,4012.820512,4064.102564
16,4358.461538,4513.333333,4540.512820,4263.076923,4486.666666,4144.102564,4465.128205,4202.564102,4236.410256,4500.000000,4210.256410,4643.076923,3999.487180,4049.743589
17,4362.564102,4519.487179,4537.948717,4265.128205,4482.564102,4133.333333,4457.948717,4190.256410,4225.641025,4489.743589,4214.871794,4638.974358,3998.461539,4056.410256
18,4377.948717,4530.256410,4546.153846,4282.051282,4496.410256,4142.564102,4458.461538,4190.769230,4234.871794,4499.487179,4215.897435,4648.717948,4009.743589,4072.820512
19,4385.641025,4537.948717,4554.358974,4287.179487,4506.153846,4151.282051,4463.076923,4196.410256,4245.128205,4509.743589,4220.512820,4662.051282,4013.333333,4077.948717
20,4381.025641,4533.846153,4550.769230,4281.025641,4502.051282,4146.153846,4461.538461,4189.230769,4240.512820,4502.564102,4223.076923,4659.487179,3998.974359,4069.743589
21,4370.256410,4522.564102,4541.025641,4278.974358,4490.769230,4144.615384,4460.512820,4185.641025,4232.307692,4488.205128,4215.897435,4649.230769,3989.743590,4061.538461
22,4364.102564,4521.538461,4541.538461,4278.974358,4488.205128,4150.769230,4468.717948,4194.871794,4230.769230,4487.692307,4209.743589,4647.179487,4000.000000,4056.410256
23,4370.256410,4527.179487,4548.717948,4280.000000,4500.512820,4155.897435,4476.410256,4203.076923,4242.564102,4498.461538,4213.846153,4654.358974,4006.666666,4060.512820
24,4376.410256,4526.153846,4550.256410,4279.487179,4507.179487,4153.846153,4477.948717,4201.538461,4249.743589,4503.589743,4216.410256,4657.948717,4000.000000,4066.153846
25,4372.307692,4522.051282,4545.641025,4273.333333,4497.948717,4141.538461,4471.282051,4193.846153,4240.000000,4493.333333,4207.179487,4649.743589,3994.358975,4061.538461
26,4367.692307,4518.974358,4542.051282,4272.307692,4486.666666,4133.333333,4460.512820,4190.256410,4235.384615,4487.179487,4198.974358,4643.589743,3988.205129,4053.846153
27,4367.179487,4517.948717,4546.153846,4275.384615,4489.743589,4137.435897,4463.589743,4197.435897,4240.000000,4492.307692,4202.051282,4649.743589,3978.974359,4051.794871
28,4366.666666,4520.000000,4550.769230,4268.205128,4495.897435,4141.025641,4472.307692,4202.051282,4235.384615,4487.179487,4204.102564,4652.307692,3979.487180,4052.307692
29,4366.153846,4519.487179,4547.179487,4262.564102,4491.282051,4137.435897,4467.179487,4194.358974,4227.179487,4479.487179,4197.435897,4645.641025,3978.974359,4050.256410
30,4362.051282,4511.794871,4541.538461,4267.179487,4484.615384,4135.384615,4463.589743,4186.666666,4227.692307,4478.974358,4187.179487,4641.538461,3966.153847,4044.615384
31,4357.948717,4509.743589,4541.025641,4270.769230,4492.820512,4143.589743,4473.333333,4187.179487,4229.743589,4475.897435,4186.666666,4637.435897,3962.051283,4043.076923
32,4356.410256,4514.358974,4536.410256,4264.615384,4502.051282,4148.205128,4475.897435,4186.666666,4229.743589,4469.743589,4193.333333,4631.794871,3975.384616,4045.128205
33,4358.461538,4515.897435,4531.794871,4263.076923,4500.000000,4145.128205,4474.358974,4184.615384,4230.769230,4473.333333,4194.871794,4634.871794,3987.692308,4047.179487
34,4367.179487,4518.974358,4539.487179,4271.282051,4504.615384,4150.769230,4480.000000,4190.256410,4236.410256,4485.128205,4200.512820,4641.538461,3984.615385,4050.256410
35,4369.230769,4523.589743,4541.025641,4274.871794,4505.128205,4151.794871,4479.487179,4193.333333,4239.487179,4486.153846,4201.538461,4637.948717,3975.384616,4048.717948
36,4358.974358,4521.538461,4534.358974,4270.256410,4488.205128,4136.923076,4472.820512,4182.564102,4229.743589,4473.846153,4187.692307,4627.179487,3971.282052,4038.461538
37,4362.564102,4523.076923,4539.487179,4271.282051,4490.769230,4137.948717,4474.358974,4181.538461,4226.153846,4470.256410,4188.717948,4632.307692,3981.538462,4044.615384
38,4377.948717,4528.717948,4549.230769,4276.410256,4510.256410,4157.948717,4479.487179,4200.000000,4236.923076,4484.102564,4206.153846,4648.205128,3995.384616,4065.128205
39,4376.923076,4523.589743,4545.128205,4268.717948,4501.025641,4153.846153,4476.923076,4201.538461,4236.923076,4485.641025,4203.589743,4650.769230,3990.256411,4065.128205
40,4373.333333,4521.025641,4542.051282,4263.589743,4484.102564,4137.435897,4473.333333,4188.717948,4229.230769,4478.461538,4195.384615,4644.102564,3985.128206,4053.333333
41,4380.000000,4526.666666,4547.692307,4273.846153,4497.435897,4143.589743,4470.769230,4191.794871,4238.461538,4488.205128,4200.000000,4645.641025,3990.769231,4058.974358
42,4376.923076,4525.641025,4546.153846,4275.897435,4503.076923,4148.205128,4465.128205,4197.435897,4243.589743,4492.307692,4202.564102,4648.717948,3991.282052,4062.051282
43,4371.794871,4523.076923,4541.025641,4269.743589,4494.358974,4144.102564,4468.205128,4197.435897,4235.897435,4485.128205,4204.102564,4648.717948,3988.717949,4053.846153
44,4380.000000,4527.179487,4543.589743,4267.692307,4500.512820,4149.743589,4478.461538,4201.538461,4240.512820,4486.153846,4203.589743,4646.666666,3991.794872,4055.897435
45,4373.846153,4519.487179,4540.000000,4264.102564,4495.897435,4148.205128,4473.333333,4194.871794,4241.538461,4478.461538,4188.205128,4636.410256,3985.641026,4055.897435
46,4360.000000,4508.205128,4530.769230,4259.487179,4478.461538,4136.410256,4463.076923,4187.692307,4231.282051,4465.128205,4181.538461,4629.743589,3972.307693,4041.025641
47,4367.179487,4516.923076,4535.384615,4261.538461,4483.076923,4142.564102,4470.256410,4198.974358,4237.948717,4470.769230,4200.512820,4639.487179,3976.923077,4038.974358
48,4378.974358,4529.230769,4543.076923,4266.153846,4496.923076,4154.871794,4477.948717,4206.153846,4252.307692,4485.128205,4208.717948,4647.692307,3990.769231,4056.410256
49,4383.076923,4529.743589,4543.589743,4265.641025,4496.410256,4152.820512,4474.871794,4202.051282,4248.717948,4492.307692,4200.512820,4649.230769,3999.487180,4064.102564
50,4382.564102,4525.641025,4541.025641,4267.692307,4495.384615,4147.692307,4470.256410,4201.025641,4240.512820,4489.743589,4198.974358,4648.205128,3994.358975,4058.974358
51,4373.846153,4522.564102,4531.794871,4268.205128,4493.333333,4140.512820,4463.076923,4191.282051,4234.358974,4469.743589,4192.820512,4636.923076,3979.487180,4053.333333
52,4369.230769,4518.461538,4526.666666,4263.076923,4483.076923,4132.820512,4454.871794,4178.461538,4226.153846,4461.538461,4182.564102,4627.692307,3977.948718,4048.205128
53,4377.948717,4520.512820,4533.846153,4264.102564,4486.666666,4136.410256,4459.487179,4183.589743,4230.256410,4477.948717,4193.846153,4637.948717,3989.230770,4052.307692
54,4385.128205,4530.256410,4543.076923,4272.820512,4501.025641,4149.230769,4473.333333,4195.897435,4236.410256,4482.051282,4213.846153,4648.205128,3995.384616,4062.051282
55,4383.076923,4530.256410,4541.025641,4272.307692,4499.487179,4152.307692,4473.333333,4195.384615,4233.333333,4473.333333,4209.230769,4641.538461,3994.358975,4062.051282
56,4382.051282,4521.538461,4534.358974,4264.615384,4487.179487,4145.641025,4465.128205,4187.179487,4229.230769,4473.846153,4196.410256,4634.871794,3996.410257,4051.794871
57,4382.051282,4525.128205,4534.871794,4268.717948,4492.307692,4147.692307,4468.717948,4190.769230,4231.282051,4482.051282,4203.076923,4636.923076,3995.897436,4050.256410
58,4380.000000,4534.871794,4537.435897,4271.282051,4503.589743,4155.897435,4476.410256,4196.410256,4234.871794,4484.102564,4210.769230,4635.384615,3992.820513,4055.384615
59,4378.461538,4527.692307,4532.307692,4261.538461,4495.897435,4154.358974,4474.358974,4192.820512,4233.846153,4481.025641,4201.538461,4631.282051,3990.256411,4054.871794
60,4376.923076,4517.948717,4528.717948,4257.435897,4485.128205,4149.743589,4472.820512,4193.846153,4232.307692,4483.076923,4193.846153,4631.794871,3987.692308,4048.717948
61,4377.948717,4523.076923,4532.307692,4264.102564,4490.256410,4152.307692,4474.871794,4202.051282,4235.897435,4483.589743,4201.538461,4636.923076,3987.692308,4046.153846
62,4377.948717,4525.641025,4532.307692,4270.256410,4501.025641,4158.461538,4476.923076,4202.564102,4242.564102,4474.358974,4201.538461,4641.538461,3992.820513,4051.794871
63,4376.923076,4522.051282,4531.794871,4272.307692,4502.564102,4165.128205,4482.564102,4203.589743,4245.641025,4470.256410,4194.358974,4642.564102,3996.410257,4058.461538
64,4381.025641,4526.153846,4535.897435,4268.717948,4501.538461,4168.205128,4483.076923,4207.179487,4246.666666,4476.410256,4197.948717,4638.461538,3997.948718,4061.538461
65,4385.641025,4529.230769,4534.871794,4261.538461,4498.974358,4162.051282,4475.897435,4201.538461,4242.051282,4474.871794,4201.025641,4634.871794,3991.794872,4057.948717
66,4380.000000,4514.358974,4529.230769,4263.076923,4488.717948,4155.384615,4473.846153,4197.948717,4234.871794,4468.717948,4190.769230,4632.307692,3978.974359,4045.128205
67,4370.769230,4506.153846,4528.205128,4262.051282,4480.000000,4154.358974,4474.871794,4200.000000,4233.846153,4473.333333,4183.076923,4628.205128,3977.435898,4038.461538
