,AF3,AF4,T7,T8,PZ
0,4278.974358,4255.897435,4287.179487,4264.615384,4274.871794
1,4274.871794,4274.871794,4307.179487,4276.410256,4278.974358
2,4267.179487,4278.461538,4280.512820,4278.461538,4277.948717
3,4271.282051,4280.000000,4266.153846,4281.025641,4272.307692
4,4273.846153,4253.333333,4262.051282,4233.333333,4256.923076
5,4273.846153,4238.461538,4264.102564,4232.307692,4254.358974
6,4274.358974,4274.871794,4284.615384,4302.051282,4271.794871
7,4273.846153,4292.307692,4286.666666,4299.487179,4273.846153
8,4278.974358,4275.384615,4278.974358,4255.384615,4267.179487
9,4288.717948,4277.435897,4273.333333,4244.615384,4275.384615
10,4293.333333,4291.282051,4269.230769,4268.205128,4281.538461
11,4279.487179,4292.820512,4268.717948,4292.307692,4274.358974
12,4271.282051,4295.897435,4278.974358,4274.358974,4275.897435
13,4294.871794,4305.641025,4296.410256,4274.358974,4291.794871
14,4294.871794,4294.358974,4283.076923,4302.051282,4281.538461
15,4275.897435,4283.589743,4266.153846,4281.538461,4264.615384
16,4286.153846,4294.358974,4272.307692,4257.435897,4278.461538
17,4292.820512,4300.512820,4278.461538,4287.692307,4289.230769
18,4291.794871,4302.051282,4283.589743,4308.717948,4284.102564
19,4295.384615,4300.000000,4278.461538,4283.589743,4284.615384
20,4292.307692,4293.333333,4271.282051,4257.948717,4288.205128
21,4279.487179,4287.179487,4271.282051,4268.205128,4280.000000
22,4272.820512,4282.051282,4270.769230,4292.820512,4275.384615
23,4284.615384,4284.615384,4280.512820,4299.487179,4282.564102
24,4287.179487,4280.512820,4282.051282,4286.666666,4277.435897
25,4281.538461,4285.128205,4280.000000,4273.333333,4272.307692
26,4287.179487,4303.589743,4288.717948,4269.743589,4289.230769
27,4292.307692,4302.051282,4278.461538,4271.794871,4297.948717
28,4302.564102,4297.435897,4275.384615,4297.948717,4289.743589
29,4306.153846,4296.410256,4288.205128,4303.076923,4285.128205
30,4288.205128,4287.692307,4292.307692,4280.000000,4282.051282
31,4276.923076,4282.051282,4291.794871,4290.256410,4275.384615
32,4272.820512,4274.871794,4271.794871,4280.512820,4273.333333
33,4278.974358,4276.923076,4268.205128,4275.897435,4281.538461
34,4287.179487,4292.307692,4289.743589,4314.358974,4289.230769
35,4280.512820,4294.871794,4297.948717,4323.076923,4283.589743
36,4276.923076,4285.128205,4300.000000,4300.512820,4280.512820
37,4281.538461,4269.743589,4289.743589,4270.769230,4283.076923
38,4290.769230,4267.692307,4278.461538,4255.384615,4285.128205
39,4282.564102,4278.461538,4275.897435,4279.487179,4273.846153
40,4270.769230,4281.538461,4282.564102,4328.205128,4270.769230
41,4289.230769,4288.205128,4303.076923,4321.025641,4289.743589
42,4292.307692,4294.871794,4293.333333,4253.846153,4287.179487
43,4280.000000,4288.205128,4273.846153,4272.820512,4268.205128
44,4283.076923,4272.820512,4276.410256,4328.717948,4270.256410
45,4288.205128,4261.538461,4281.025641,4293.333333,4280.512820
46,4297.948717,4280.000000,4290.769230,4268.205128,4285.641025
47,4298.974358,4303.076923,4295.384615,4288.205128,4283.589743
48,4294.358974,4302.051282,4295.897435,4300.512820,4286.666666
49,4294.358974,4280.512820,4289.743589,4314.358974,4289.743589
50,4290.256410,4258.974358,4271.282051,4311.282051,4282.564102
51,4285.641025,4270.256410,4275.897435,4291.282051,4279.487179
52,4272.820512,4283.076923,4284.102564,4281.025641,4275.897435
53,4273.846153,4272.820512,4285.641025,4286.666666,4271.282051
54,4288.205128,4259.487179,4291.794871,4288.205128,4271.282051
55,4281.538461,4256.923076,4280.000000,4268.205128,4266.153846
56,4278.461538,4273.333333,4272.820512,4272.307692,4262.051282
57,4286.153846,4283.589743,4275.384615,4287.692307,4264.102564
58,4291.282051,4281.538461,4278.461538,4288.717948,4269.230769
59,4289.230769,4270.256410,4283.589743,4282.564102,4273.333333
60,4276.410256,4258.461538,4282.051282,4263.589743,4275.897435
61,4276.923076,4264.102564,4291.282051,4273.846153,4281.025641
62,4285.128205,4276.410256,4293.333333,4292.820512,4276.923076
63,4287.179487,4282.564102,4283.589743,4285.641025,4267.692307
64,4289.743589,4273.846153,4278.461538,4283.076923,4273.333333
65,4282.564102,4260.000000,4265.641025,4276.410256,4276.410256
66,4276.923076,4273.846153,4273.333333,4285.128205,4273.846153
67,4277.435897,4281.538461,4293.333333,4289.743589,4276.923076
68,4278.974358,4256.923076,4290.769230,4268.205128,4278.461538
69,4281.538461,4254.871794,4280.000000,4269.743589,4276.410256
70,4280.000000,4272.307692,4271.282051,4291.794871,4276.410256
71,4289.230769,4280.000000,4281.538461,4297.435897,4284.615384
72,4296.410256,4273.846153,4293.333333,4284.615384,4286.666666
73,4283.076923,4265.128205,4291.794871,4277.435897,4276.410256
74,4281.025641,4272.820512,4287.179487,4290.256410,4271.282051
75,4280.000000,4276.923076,4265.128205,4295.897435,4269.230769
76,4278.461538,4266.153846,4267.692307,4288.717948,4265.128205
77,4284.615384,4262.051282,4298.461538,4278.974358,4263.589743
78,4280.000000,4271.282051,4296.410256,4264.102564,4264.615384
79,4281.025641,4285.128205,4283.076923,4273.333333,4269.230769
80,4291.794871,4274.871794,4276.923076,4306.666666,4270.256410
81,4303.076923,4268.205128,4279.487179,4324.615384,4273.846153
82,4295.384615,4283.076923,4287.692307,4284.102564,4276.410256
83,4270.769230,4274.358974,4287.179487,4236.923076,4264.102564
84,4264.615384,4250.256410,4284.102564,4262.051282,4257.435897
85,4271.794871,4244.615384,4275.897435,4290.256410,4266.153846
86,4280.512820,4266.153846,4280.000000,4296.923076,4273.333333
87,4280.000000,4287.692307,4288.205128,4291.282051,4266.153846
88,4274.358974,4289.230769,4280.512820,4261.025641,4257.435897
89,4286.153846,4274.871794,4293.333333,4268.717948,4265.128205
90,4284.615384,4250.769230,4297.435897,4308.717948,4271.794871
91,4271.794871,4260.512820,4277.948717,4315.384615,4271.794871
92,4279.487179,4286.666666,4278.461538,4286.666666,4274.358974
93,4290.769230,4286.153846,4290.769230,4282.051282,4276.410256
94,4292.307692,4280.512820,4297.435897,4300.000000,4280.000000
95,4276.923076,4264.615384,4289.230769,4288.205128,4276.410256
96,4266.666666,4248.205128,4278.461538,4271.794871,4267.692307
97,4271.794871,4260.000000,4278.461538,4286.153846,4264.102564
98,4263.589743,4257.435897,4269.743589,4293.333333,4256.410256
99,4256.410256,4234.871794,4268.205128,4283.589743,4254.871794
100,4259.487179,4235.897435,4277.435897,4273.333333,4262.051282
101,4262.051282,4245.128205,4275.897435,4261.025641,4261.538461
102,4270.769230,4252.820512,4270.769230,4273.333333,4260.512820
103,4276.410256,4257.435897,4267.179487,4298.974358,4265.641025
104,4282.051282,4260.512820,4276.923076,4309.230769,4270.769230
105,4284.615384,4267.179487,4284.615384,4293.846153,4267.179487
106,4279.487179,4257.948717,4282.051282,4261.025641,4264.102564
107,4282.564102,4247.179487,4282.051282,4247.179487,4267.692307
108,4285.641025,4250.256410,4273.333333,4256.410256,4270.769230
109,4282.564102,4263.076923,4273.333333,4298.461538,4271.282051
110,4270.769230,4262.051282,4275.897435,4311.794871,4263.076923
111,4264.615384,4250.256410,4272.307692,4266.666666,4259.487179
112,4276.410256,4257.435897,4288.717948,4260.000000,4273.846153
113,4266.666666,4256.410256,4290.256410,4280.512820,4275.384615
114,4251.282051,4252.820512,4280.512820,4287.179487,4264.615384
115,4265.128205,4263.076923,4281.025641,4289.230769,4268.205128
116,4281.538461,4261.538461,4281.025641,4270.769230,4274.871794
117,4287.692307,4260.512820,4293.846153,4257.948717,4281.025641
118,4280.512820,4268.205128,4296.410256,4273.846153,4280.000000
119,4273.846153,4283.076923,4288.205128,4288.205128,4272.307692
120,4278.974358,4281.025641,4290.769230,4268.205128,4273.846153
121,4274.871794,4266.153846,4280.000000,4252.307692,4273.333333
122,4276.410256,4279.487179,4273.846153,4294.871794,4271.794871
123,4284.615384,4288.717948,4290.256410,4313.333333,4278.461538
124,4290.769230,4274.871794,4306.666666,4263.589743,4283.076923
125,4287.692307,4271.794871,4293.846153,4243.589743,4273.846153
126,4274.871794,4281.025641,4267.179487,4280.000000,4259.487179
127,4278.461538,4285.641025,4270.769230,4303.589743,4257.948717
128,4280.000000,4281.538461,4274.871794,4272.820512,4258.461538
129,4271.794871,4284.615384,4276.923076,4253.333333,4260.512820
130,4279.487179,4286.153846,4290.769230,4269.743589,4268.205128
131,4283.589743,4280.512820,4274.871794,4275.897435,4266.666666
132,4286.153846,4293.846153,4267.692307,4301.025641,4272.307692
133,4287.692307,4298.974358,4283.589743,4310.769230,4284.102564
134,4278.461538,4294.871794,4288.205128,4277.435897,4280.000000
135,4282.564102,4310.256410,4284.615384,4287.692307,4277.435897
136,4288.717948,4298.461538,4269.743589,4311.282051,4282.051282
137,4282.564102,4270.769230,4271.794871,4274.358974,4278.974358
138,4270.256410,4276.410256,4283.589743,4247.179487,4267.692307
139,4273.846153,4301.025641,4277.948717,4291.794871,4265.641025
140,4290.256410,4313.333333,4278.974358,4340.000000,4272.820512
141,4286.153846,4290.769230,4286.666666,4316.923076,4275.897435
142,4291.794871,4268.717948,4289.743589,4266.666666,4283.589743
143,4302.051282,4289.230769,4281.538461,4250.769230,4286.153846
144,4292.820512,4326.153846,4276.923076,4293.333333,4281.025641
145,4290.256410,4325.128205,4289.743589,4351.794871,4284.102564
146,4289.230769,4290.256410,4292.307692,4321.025641,4285.128205
147,4294.358974,4284.102564,4300.512820,4281.025641,4288.717948
148,4298.974358,4301.025641,4309.230769,4296.923076,4297.435897
149,4300.000000,4313.333333,4295.384615,4296.923076,4295.384615
150,4313.846153,4323.589743,4284.615384,4303.589743,4288.205128
151,4308.205128,4303.076923,4276.410256,4310.769230,4282.564102
152,4291.794871,4279.487179,4277.948717,4294.358974,4278.974358
153,4280.000000,4283.076923,4280.512820,4282.564102,4272.307692
154,4269.743589,4287.692307,4271.282051,4284.615384,4271.282051
155,4286.666666,4290.769230,4285.641025,4298.974358,4287.692307
156,4304.615384,4285.128205,4294.358974,4307.179487,4291.794871
157,4294.871794,4271.282051,4288.717948,4301.025641,4276.410256
158,4287.179487,4269.230769,4289.230769,4270.769230,4273.846153
159,4301.025641,4287.692307,4279.487179,4240.000000,4279.487179
160,4316.410256,4303.076923,4281.025641,4274.358974,4279.487179
161,4303.076923,4285.128205,4286.666666,4331.794871,4270.256410
162,4285.641025,4265.128205,4284.102564,4327.692307,4266.153846
163,4284.615384,4270.769230,4285.641025,4273.333333,4269.230769
164,4280.000000,4275.897435,4278.974358,4242.051282,4265.641025
165,4286.666666,4280.000000,4280.512820,4276.923076,4270.769230
166,4301.538461,4285.641025,4287.692307,4316.410256,4282.051282
167,4305.641025,4288.205128,4297.948717,4321.025641,4285.641025
168,4299.487179,4291.282051,4306.666666,4297.948717,4279.487179
169,4288.717948,4276.923076,4286.153846,4260.000000,4266.666666
170,4291.282051,4269.230769,4269.743589,4286.153846,4269.230769
171,4289.743589,4282.051282,4280.512820,4340.000000,4277.435897
172,4285.641025,4287.179487,4286.153846,4316.410256,4273.846153
173,4292.820512,4282.564102,4274.871794,4274.871794,4270.769230
174,4295.384615,4277.435897,4271.282051,4285.128205,4281.538461
175,4294.871794,4281.538461,4290.256410,4314.871794,4290.256410
176,4291.794871,4281.025641,4297.435897,4314.871794,4281.025641
177,4290.256410,4276.923076,4294.358974,4296.923076,4277.948717
178,4294.358974,4280.512820,4306.666666,4297.948717,4284.102564
179,4292.307692,4278.974358,4297.435897,4311.794871,4276.410256
180,4301.538461,4282.564102,4281.025641,4310.256410,4267.692307
181,4312.820512,4285.641025,4279.487179,4275.384615,4267.179487
182,4300.000000,4277.435897,4276.923076,4278.974358,4266.153846
183,4291.794871,4280.000000,4282.564102,4327.179487,4268.717948
184,4293.333333,4286.666666,4268.717948,4300.512820,4269.743589
185,4290.769230,4284.102564,4264.615384,4267.692307,4267.692307
186,4285.128205,4270.256410,4292.307692,4297.435897,4268.717948
187,4284.615384,4253.846153,4298.461538,4297.435897,4267.692307
188,4293.333333,4263.589743,4293.846153,4291.282051,4268.205128
189,4289.743589,4276.923076,4281.538461,4303.076923,4266.153846
190,4291.282051,4278.461538,4269.230769,4272.820512,4265.128205
191,4300.000000,4282.051282,4278.974358,4267.692307,4268.717948
192,4280.512820,4272.820512,4286.666666,4309.230769,4264.102564
193,4266.153846,4243.076923,4271.794871,4298.461538,4261.538461
194,4270.769230,4228.205128,4248.717948,4251.282051,4266.153846
195,4277.435897,4256.410256,4259.487179,4251.282051,4264.102564
196,4281.538461,4278.974358,4283.589743,4273.333333,4258.974358
197,4277.948717,4259.487179,4280.000000,4286.153846,4254.871794
198,4289.230769,4244.102564,4279.487179,4300.000000,4260.512820
199,4302.564102,4247.179487,4285.128205,4278.461538,4269.230769
200,4297.948717,4269.743589,4287.179487,4271.282051,4275.897435
201,4296.923076,4296.923076,4283.076923,4313.333333,4277.948717
202,4302.564102,4282.051282,4269.743589,4303.589743,4275.897435
203,4309.743589,4255.897435,4285.641025,4278.974358,4282.051282
204,4302.564102,4263.589743,4300.000000,4285.641025,4286.666666
205,4296.923076,4287.179487,4285.641025,4283.589743,4284.615384
206,4306.666666,4292.307692,4276.923076,4302.564102,4285.128205
207,4295.897435,4266.666666,4276.923076,4305.641025,4277.435897
208,4288.205128,4261.538461,4293.846153,4263.589743,4276.410256
209,4301.538461,4290.769230,4303.589743,4272.820512,4288.717948
210,4308.205128,4303.076923,4294.871794,4335.897435,4288.205128
211,4309.230769,4289.230769,4290.769230,4330.256410,4276.410256
212,4304.615384,4267.179487,4277.435897,4276.410256,4271.794871
213,4297.435897,4267.179487,4282.564102,4282.051282,4276.410256
214,4288.205128,4272.307692,4300.512820,4276.923076,4280.000000
215,4284.615384,4263.589743,4288.205128,4249.230769,4279.487179
216,4286.666666,4259.487179,4275.384615,4284.615384,4275.897435
217,4273.846153,4250.256410,4280.000000,4307.179487,4263.589743
218,4279.487179,4252.307692,4285.641025,4278.974358,4259.487179
219,4294.358974,4260.512820,4280.000000,4253.333333,4265.128205
220,4281.025641,4247.692307,4270.256410,4249.230769,4261.025641
221,4276.410256,4241.025641,4279.487179,4264.615384,4256.410256
