,AF3,AF4,T7,T8,PZ
0,4304.615384,4293.846153,4307.179487,4279.487179,4276.923076
1,4296.923076,4286.666666,4298.974358,4281.025641,4270.256410
2,4307.179487,4294.871794,4300.512820,4295.897435,4279.487179
3,4303.589743,4291.282051,4294.358974,4292.820512,4280.000000
4,4296.923076,4288.717948,4292.307692,4282.051282,4273.333333
5,4307.692307,4310.769230,4308.717948,4288.205128,4286.153846
6,4305.128205,4309.230769,4298.974358,4283.589743,4284.615384
7,4309.230769,4307.179487,4292.820512,4291.794871,4279.487179
8,4310.256410,4307.692307,4293.846153,4293.846153,4283.589743
9,4305.641025,4300.512820,4298.461538,4289.743589,4288.717948
10,4309.230769,4301.538461,4309.230769,4300.512820,4290.769230
11,4300.512820,4297.435897,4297.435897,4286.153846,4279.487179
12,4310.769230,4307.179487,4296.923076,4282.564102,4281.538461
13,4319.487179,4310.769230,4304.102564,4294.358974,4285.128205
14,4312.307692,4302.051282,4307.179487,4286.666666,4283.076923
15,4318.974358,4305.128205,4314.871794,4280.512820,4288.205128
16,4311.282051,4293.333333,4303.076923,4277.435897,4280.512820
17,4306.666666,4292.820512,4297.948717,4284.615384,4278.461538
18,4305.641025,4293.846153,4287.692307,4279.487179,4279.487179
19,4300.512820,4284.102564,4276.923076,4271.282051,4274.358974
20,4307.692307,4292.307692,4293.846153,4287.692307,4275.384615
21,4295.384615,4283.589743,4288.717948,4276.410256,4265.641025
22,4296.923076,4282.051282,4283.076923,4270.769230,4266.153846
23,4307.179487,4295.384615,4292.307692,4290.256410,4271.282051
24,4300.000000,4291.794871,4290.256410,4290.769230,4263.589743
25,4309.743589,4295.384615,4297.948717,4292.307692,4270.769230
26,4309.743589,4293.846153,4292.820512,4281.025641,4272.820512
27,4306.666666,4295.897435,4295.897435,4277.948717,4272.307692
28,4305.641025,4300.512820,4304.102564,4293.333333,4276.410256
29,4300.000000,4295.384615,4288.205128,4297.948717,4273.846153
30,4309.743589,4300.512820,4290.769230,4298.974358,4277.435897
31,4302.051282,4286.666666,4296.923076,4281.025641,4272.820512
32,4296.923076,4280.512820,4297.435897,4274.871794,4273.846153
33,4306.153846,4292.307692,4300.000000,4287.179487,4283.589743
34,4301.025641,4291.282051,4294.871794,4286.666666,4282.564102
35,4308.717948,4303.589743,4301.538461,4295.897435,4287.179487
36,4307.179487,4295.384615,4298.461538,4289.743589,4282.051282
37,4296.923076,4275.897435,4296.410256,4273.333333,4275.897435
38,4302.051282,4282.564102,4301.538461,4272.307692,4281.025641
39,4304.102564,4291.794871,4289.743589,4272.307692,4277.948717
40,4310.256410,4301.538461,4298.461538,4287.692307,4285.128205
41,4297.435897,4288.205128,4300.512820,4287.692307,4281.025641
42,4287.179487,4271.794871,4291.794871,4271.794871,4269.230769
43,4302.564102,4286.153846,4299.487179,4270.769230,4281.538461
44,4297.435897,4290.769230,4292.307692,4263.589743,4288.205128
45,4294.358974,4294.358974,4291.794871,4274.871794,4289.230769
46,4295.384615,4290.769230,4289.230769,4280.512820,4283.589743
47,4295.384615,4277.435897,4285.641025,4266.666666,4279.487179
48,4305.641025,4284.615384,4301.538461,4272.307692,4290.769230
49,4300.512820,4290.769230,4298.974358,4268.205128,4290.769230
50,4303.076923,4295.384615,4294.871794,4263.589743,4289.230769
51,4306.666666,4290.769230,4299.487179,4266.666666,4288.717948
52,4309.743589,4291.282051,4312.307692,4272.307692,4291.794871
53,4318.974358,4302.051282,4321.538461,4283.076923,4298.461538
54,4302.051282,4285.128205,4302.051282,4273.333333,4287.179487
55,4297.948717,4283.589743,4305.128205,4276.410256,4288.717948
56,4301.025641,4288.717948,4310.256410,4278.461538,4293.846153
57,4290.769230,4275.897435,4293.846153,4266.153846,4285.641025
58,4297.948717,4278.461538,4302.564102,4281.025641,4290.256410
59,4292.307692,4274.358974,4302.564102,4285.128205,4286.153846
60,4289.743589,4280.000000,4294.358974,4283.589743,4281.538461
61,4295.384615,4289.230769,4293.846153,4287.179487,4287.692307
62,4283.589743,4273.333333,4291.282051,4275.897435,4288.205128
63,4287.692307,4274.871794,4299.487179,4278.461538,4293.333333
64,4292.820512,4281.538461,4294.358974,4280.000000,4289.743589
65,4297.435897,4288.717948,4297.948717,4286.153846,4288.717948
66,4305.128205,4293.846153,4306.153846,4294.871794,4293.333333
67,4298.461538,4285.641025,4295.384615,4283.076923,4291.282051
68,4304.615384,4294.871794,4304.102564,4289.743589,4301.538461
69,4298.974358,4290.256410,4302.051282,4289.230769,4295.897435
70,4286.153846,4271.794871,4293.846153,4271.282051,4280.000000
71,4286.153846,4269.743589,4302.564102,4272.307692,4278.974358
72,4289.230769,4274.358974,4303.589743,4286.153846,4281.025641
73,4304.615384,4290.256410,4309.230769,4306.666666,4286.153846
74,4305.128205,4287.692307,4302.051282,4300.512820,4280.000000
75,4302.564102,4285.128205,4293.333333,4289.743589,4277.948717
76,4306.666666,4292.307692,4302.051282,4288.717948,4285.641025
77,4292.820512,4275.384615,4301.025641,4271.794871,4279.487179
78,4303.076923,4287.179487,4311.794871,4286.153846,4288.717948
