,AF3,AF4,T7,T8,PZ
0,4283.589743,4278.461538,4283.076923,4254.871794,4250.256410
1,4268.205128,4266.666666,4289.743589,4244.615384,4247.692307
2,4282.051282,4262.051282,4290.769230,4260.000000,4256.410256
3,4284.102564,4271.282051,4267.692307,4273.333333,4257.435897
4,4284.615384,4287.179487,4273.846153,4266.666666,4253.846153
5,4290.256410,4288.717948,4292.307692,4258.974358,4245.641025
6,4285.641025,4278.974358,4292.820512,4260.512820,4243.589743
7,4300.000000,4282.564102,4302.564102,4283.076923,4260.512820
8,4296.923076,4281.025641,4278.461538,4280.000000,4252.307692
9,4287.692307,4286.666666,4275.897435,4270.769230,4248.717948
10,4285.128205,4286.666666,4297.948717,4268.717948,4257.948717
11,4273.846153,4272.307692,4278.461538,4253.846153,4245.641025
12,4280.000000,4280.000000,4270.256410,4257.948717,4243.076923
13,4276.923076,4284.615384,4269.743589,4252.307692,4242.051282
14,4288.717948,4286.666666,4284.102564,4250.769230,4248.205128
15,4307.179487,4293.846153,4303.589743,4268.205128,4262.051282
16,4282.051282,4289.230769,4291.794871,4265.641025,4255.897435
17,4280.000000,4289.230769,4294.871794,4275.897435,4262.051282
18,4296.410256,4286.666666,4293.333333,4278.974358,4266.666666
19,4292.820512,4278.461538,4288.205128,4270.256410,4256.923076
20,4283.589743,4276.410256,4288.717948,4255.897435,4245.641025
21,4277.948717,4280.000000,4275.897435,4232.307692,4240.000000
22,4291.282051,4286.666666,4288.717948,4259.487179,4257.435897
23,4282.051282,4273.846153,4281.538461,4269.230769,4252.820512
24,4272.307692,4265.128205,4257.435897,4238.461538,4241.025641
25,4277.948717,4269.743589,4272.820512,4247.692307,4253.333333
26,4256.410256,4259.487179,4285.128205,4251.794871,4242.051282
27,4263.076923,4265.128205,4292.820512,4246.153846,4232.307692
28,4267.692307,4273.333333,4282.564102,4231.282051,4232.307692
29,4262.564102,4268.205128,4263.076923,4224.102564,4233.333333
30,4293.846153,4273.333333,4274.358974,4255.897435,4250.769230
31,4287.179487,4271.794871,4280.000000,4258.461538,4253.333333
32,4264.102564,4280.000000,4291.794871,4252.820512,4255.897435
33,4274.358974,4292.307692,4289.230769,4255.384615,4258.461538
34,4285.641025,4282.051282,4276.923076,4248.717948,4255.384615
35,4287.179487,4282.564102,4292.820512,4266.666666,4266.153846
36,4277.435897,4292.307692,4289.230769,4267.692307,4264.615384
37,4285.641025,4292.820512,4290.769230,4254.358974,4262.564102
38,4286.153846,4288.717948,4302.564102,4253.846153,4263.589743
39,4273.333333,4284.102564,4288.205128,4265.641025,4255.384615
40,4280.000000,4285.641025,4274.871794,4276.410256,4257.435897
41,4273.333333,4286.153846,4264.102564,4247.179487,4250.256410
42,4276.410256,4289.743589,4285.128205,4238.974358,4252.307692
43,4285.128205,4282.564102,4302.051282,4252.820512,4259.487179
44,4275.897435,4274.871794,4282.564102,4243.076923,4246.153846
45,4287.692307,4293.333333,4283.589743,4261.025641,4248.717948
46,4277.948717,4293.846153,4279.487179,4261.538461,4254.358974
47,4277.948717,4284.615384,4278.461538,4247.179487,4255.897435
48,4306.153846,4289.230769,4294.358974,4255.897435,4258.974358
49,4295.897435,4289.230769,4293.846153,4257.435897,4250.256410
50,4287.179487,4297.948717,4304.102564,4270.256410,4258.974358
51,4283.076923,4295.384615,4283.076923,4264.102564,4257.948717
52,4275.897435,4288.717948,4256.410256,4247.179487,4247.692307
53,4275.384615,4294.358974,4274.871794,4248.717948,4253.846153
54,4263.076923,4280.000000,4281.025641,4232.307692,4250.769230
55,4266.666666,4274.358974,4281.538461,4236.923076,4255.384615
56,4275.384615,4286.666666,4285.128205,4252.820512,4262.564102
57,4282.564102,4292.307692,4287.692307,4257.435897,4265.128205
58,4286.666666,4291.282051,4280.000000,4257.948717,4267.179487
59,4272.307692,4285.128205,4264.102564,4242.051282,4260.000000
60,4284.615384,4288.717948,4289.743589,4254.871794,4270.769230
61,4286.153846,4291.282051,4301.538461,4269.743589,4271.794871
62,4279.487179,4296.410256,4284.615384,4266.666666,4261.538461
63,4302.564102,4310.256410,4289.230769,4277.435897,4268.717948
64,4292.307692,4298.461538,4280.512820,4269.230769,4260.512820
65,4278.461538,4287.179487,4283.076923,4266.666666,4257.435897
66,4277.948717,4287.179487,4285.641025,4261.538461,4258.974358
67,4272.820512,4290.769230,4275.384615,4256.410256,4250.769230
