,AF3,AF4,T7,T8,PZ
0,4307.692307,4279.487179,4270.256410,4263.589743,4206.153846
1,4316.410256,4288.205128,4275.384615,4235.384615,4209.743589
2,4329.743589,4285.641025,4292.820512,4237.435897,4221.025641
3,4303.589743,4270.256410,4266.666666,4235.897435,4199.487179
4,4309.230769,4278.974358,4276.923076,4266.153846,4210.769230
5,4297.435897,4284.615384,4258.461538,4244.615384,4196.923076
6,4280.000000,4272.307692,4238.974358,4200.512820,4178.974358
7,4303.589743,4275.897435,4273.846153,4227.179487,4203.589743
8,4292.820512,4277.948717,4265.641025,4238.461538,4192.820512
9,4293.846153,4274.871794,4268.717948,4249.230769,4195.384615
10,4302.564102,4288.717948,4271.794871,4256.923076,4204.102564
11,4305.641025,4305.128205,4265.128205,4247.179487,4205.641025
12,4311.282051,4302.564102,4278.461538,4229.230769,4217.435897
13,4280.000000,4288.205128,4262.564102,4204.615384,4196.923076
14,4286.153846,4289.230769,4267.692307,4251.794871,4202.564102
15,4298.461538,4292.820512,4267.692307,4255.897435,4200.000000
16,4281.538461,4280.000000,4253.846153,4192.307692,4184.102564
17,4292.820512,4278.461538,4272.307692,4218.461538,4207.692307
18,4285.641025,4283.589743,4265.128205,4252.307692,4201.538461
19,4280.000000,4289.230769,4266.666666,4249.230769,4197.948717
20,4275.897435,4289.743589,4265.128205,4224.102564,4196.923076
21,4266.153846,4270.769230,4244.615384,4193.846153,4186.666666
22,4275.897435,4264.102564,4257.435897,4217.948717,4206.153846
23,4265.128205,4274.358974,4261.025641,4218.461538,4204.102564
24,4277.948717,4290.769230,4283.589743,4230.256410,4216.410256
25,4293.333333,4300.512820,4282.564102,4253.333333,4221.025641
26,4276.410256,4283.076923,4245.128205,4225.641025,4195.897435
27,4292.820512,4280.512820,4275.897435,4226.153846,4219.487179
28,4290.256410,4295.897435,4286.153846,4225.641025,4222.051282
29,4280.512820,4298.461538,4264.102564,4241.025641,4210.769230
30,4280.000000,4283.076923,4262.051282,4245.128205,4205.641025
31,4268.717948,4264.615384,4264.102564,4186.666666,4189.743589
32,4293.333333,4280.000000,4282.564102,4195.897435,4211.282051
33,4284.102564,4292.307692,4266.153846,4229.230769,4203.076923
34,4269.230769,4277.948717,4265.641025,4216.410256,4190.769230
35,4289.230769,4278.974358,4285.641025,4209.230769,4207.692307
36,4278.974358,4284.615384,4268.205128,4215.897435,4195.897435
37,4284.102564,4277.948717,4282.564102,4221.025641,4206.666666
38,4285.641025,4275.384615,4275.384615,4190.769230,4210.256410
39,4286.666666,4287.179487,4255.897435,4217.435897,4204.615384
40,4293.846153,4291.794871,4273.846153,4250.769230,4211.282051
41,4267.692307,4275.384615,4264.102564,4186.666666,4194.871794
42,4274.358974,4270.256410,4272.820512,4188.717948,4205.128205
43,4271.794871,4277.948717,4274.871794,4228.717948,4203.076923
44,4267.692307,4279.487179,4262.564102,4228.205128,4195.384615
45,4292.820512,4273.333333,4271.282051,4234.358974,4213.846153
46,4270.256410,4257.435897,4259.487179,4205.128205,4198.974358
47,4273.333333,4256.923076,4276.923076,4214.358974,4209.230769
48,4288.717948,4270.769230,4289.230769,4239.487179,4218.461538
49,4280.000000,4270.256410,4282.051282,4218.974358,4215.897435
50,4297.435897,4268.717948,4285.128205,4228.717948,4235.384615
51,4288.205128,4260.000000,4255.897435,4225.641025,4209.743589
52,4274.871794,4251.282051,4268.717948,4226.666666,4204.615384
53,4269.230769,4253.333333,4286.153846,4225.641025,4222.564102
54,4265.641025,4245.641025,4268.717948,4188.717948,4216.410256
55,4281.025641,4240.512820,4286.666666,4200.000000,4223.076923
56,4266.666666,4248.205128,4276.923076,4230.769230,4207.692307
57,4270.256410,4258.974358,4268.717948,4233.846153,4210.256410
58,4271.282051,4253.333333,4278.974358,4198.461538,4213.333333
59,4250.256410,4237.948717,4268.717948,4187.179487,4194.871794
60,4275.897435,4253.846153,4286.666666,4239.487179,4216.410256
61,4276.923076,4268.205128,4288.205128,4226.153846,4214.358974
62,4274.358974,4266.153846,4282.564102,4201.025641,4213.846153
63,4295.384615,4264.615384,4287.692307,4220.000000,4231.794871
64,4283.076923,4253.846153,4283.589743,4211.794871,4222.051282
65,4289.230769,4259.487179,4307.179487,4223.076923,4236.410256
66,4288.205128,4270.256410,4288.717948,4218.461538,4225.641025
67,4287.179487,4267.179487,4278.974358,4202.051282,4210.769230
68,4292.307692,4264.102564,4302.564102,4213.846153,4222.564102
69,4271.794871,4250.769230,4280.000000,4207.692307,4207.692307
70,4283.589743,4244.102564,4284.615384,4216.923076,4207.692307
71,4276.410256,4248.205128,4287.692307,4200.000000,4197.435897
72,4269.743589,4252.307692,4280.512820,4188.205128,4200.000000
73,4299.487179,4265.641025,4293.333333,4230.769230,4226.666666
74,4289.743589,4271.794871,4280.512820,4216.923076,4209.743589
