,AF3,AF4,T7,T8,PZ
0,4335.384615,4364.615384,4360.512820,4323.589743,4311.282051
1,4308.717948,4340.512820,4340.000000,4311.794871,4292.820512
2,4322.564102,4341.025641,4352.820512,4324.615384,4303.589743
3,4327.692307,4338.974358,4353.333333,4320.000000,4304.102564
4,4316.923076,4332.820512,4342.051282,4305.641025,4293.333333
5,4332.820512,4352.307692,4355.384615,4325.641025,4305.128205
6,4325.641025,4343.076923,4343.076923,4310.256410,4291.794871
7,4327.692307,4336.410256,4340.000000,4304.615384,4290.769230
8,4339.487179,4342.564102,4340.512820,4317.948717,4302.564102
9,4333.333333,4345.641025,4342.051282,4315.897435,4302.564102
10,4335.384615,4353.333333,4360.512820,4323.589743,4310.256410
11,4327.692307,4339.487179,4346.666666,4313.846153,4299.487179
12,4325.128205,4334.358974,4344.615384,4308.205128,4293.333333
13,4324.102564,4332.307692,4346.666666,4304.102564,4292.820512
14,4321.025641,4325.128205,4331.794871,4295.384615,4289.230769
15,4331.282051,4334.871794,4343.076923,4312.307692,4301.538461
16,4322.051282,4325.128205,4346.666666,4311.282051,4295.384615
17,4329.230769,4324.102564,4352.307692,4309.743589,4298.461538
18,4341.538461,4332.820512,4353.846153,4309.230769,4303.589743
19,4331.282051,4330.256410,4342.051282,4310.769230,4295.384615
20,4338.461538,4340.000000,4351.794871,4331.282051,4307.692307
21,4332.820512,4327.179487,4343.589743,4297.435897,4301.538461
22,4327.179487,4317.948717,4335.384615,4269.743589,4290.769230
23,4330.256410,4323.076923,4330.769230,4301.538461,4289.743589
24,4323.589743,4314.358974,4320.512820,4318.461538,4283.589743
25,4325.641025,4318.461538,4332.820512,4308.205128,4286.666666
26,4307.179487,4310.769230,4322.564102,4268.717948,4268.205128
27,4309.743589,4314.358974,4324.102564,4273.333333,4270.769230
28,4328.717948,4326.153846,4340.512820,4308.717948,4291.282051
29,4308.717948,4306.153846,4321.025641,4298.974358,4275.897435
30,4313.333333,4313.333333,4323.589743,4301.025641,4284.102564
31,4324.102564,4327.692307,4326.666666,4295.384615,4295.384615
32,4320.512820,4326.153846,4325.128205,4287.692307,4291.794871
33,4325.641025,4327.179487,4339.487179,4311.794871,4298.461538
34,4321.538461,4320.512820,4337.435897,4310.769230,4296.923076
35,4326.153846,4325.641025,4347.692307,4304.102564,4300.000000
36,4319.487179,4321.538461,4334.871794,4295.897435,4289.230769
37,4318.461538,4319.487179,4321.025641,4290.769230,4284.102564
38,4338.461538,4331.794871,4343.076923,4309.743589,4300.512820
39,4333.333333,4320.000000,4333.846153,4312.820512,4290.769230
