,AF3,AF4,T7,T8,PZ
0,4275.897435,4304.615384,4293.333333,4258.974358,4249.743589
1,4287.179487,4313.333333,4298.974358,4261.025641,4252.820512
2,4274.871794,4285.641025,4282.564102,4243.076923,4239.487179
3,4279.487179,4297.435897,4290.256410,4215.384615,4249.230769
4,4309.743589,4338.461538,4309.743589,4238.461538,4274.871794
5,4304.102564,4325.641025,4299.487179,4278.461538,4265.128205
6,4307.179487,4326.153846,4311.794871,4296.923076,4269.230769
7,4298.974358,4325.128205,4310.256410,4253.846153,4275.384615
8,4293.333333,4313.846153,4310.256410,4233.846153,4278.461538
9,4300.512820,4314.871794,4317.948717,4268.205128,4275.897435
10,4292.307692,4308.717948,4298.461538,4273.846153,4258.974358
11,4307.692307,4324.615384,4303.589743,4272.820512,4273.333333
12,4309.230769,4320.000000,4305.128205,4252.820512,4276.410256
13,4307.692307,4310.256410,4305.641025,4246.153846,4271.794871
14,4322.051282,4323.589743,4322.564102,4266.153846,4282.564102
15,4307.179487,4317.948717,4318.974358,4261.025641,4277.948717
16,4311.794871,4321.538461,4326.153846,4277.435897,4281.538461
17,4312.307692,4315.384615,4307.692307,4277.435897,4273.333333
18,4302.564102,4321.025641,4289.230769,4260.000000,4270.256410
19,4311.794871,4340.512820,4305.128205,4255.384615,4282.564102
20,4306.153846,4322.051282,4299.487179,4225.641025,4268.717948
21,4316.923076,4330.769230,4310.256410,4250.769230,4273.846153
22,4310.769230,4331.282051,4318.974358,4295.384615,4279.487179
23,4293.333333,4302.051282,4309.230769,4270.256410,4270.256410
24,4311.794871,4310.256410,4310.769230,4245.641025,4281.025641
25,4307.179487,4318.974358,4296.410256,4246.666666,4277.948717
26,4306.666666,4320.512820,4311.282051,4259.487179,4281.538461
27,4301.538461,4296.923076,4317.435897,4249.743589,4274.358974
28,4288.717948,4270.769230,4296.923076,4236.410256,4256.923076
29,4313.333333,4302.564102,4323.076923,4255.897435,4278.974358
30,4311.282051,4313.333333,4324.615384,4243.589743,4285.128205
31,4306.666666,4302.051282,4297.435897,4249.230769,4280.512820
32,4311.282051,4300.000000,4287.692307,4269.743589,4272.307692
33,4305.641025,4295.384615,4291.794871,4251.794871,4252.820512
34,4320.512820,4309.230769,4309.230769,4253.846153,4262.051282
35,4313.846153,4306.153846,4289.743589,4239.487179,4266.153846
36,4308.205128,4306.666666,4287.179487,4231.794871,4274.871794
37,4306.666666,4309.743589,4309.743589,4263.076923,4280.000000
38,4288.717948,4289.743589,4298.461538,4270.256410,4263.076923
39,4298.974358,4294.871794,4297.435897,4271.282051,4273.333333
40,4294.358974,4286.666666,4292.820512,4236.923076,4270.256410
41,4286.153846,4271.794871,4289.743589,4212.307692,4260.000000
42,4293.846153,4277.948717,4291.282051,4246.153846,4264.615384
43,4280.512820,4283.589743,4287.692307,4272.307692,4261.538461
44,4294.871794,4303.076923,4313.846153,4262.564102,4281.538461
45,4304.102564,4291.794871,4304.102564,4213.333333,4283.589743
46,4297.435897,4294.871794,4286.666666,4226.153846,4272.307692
47,4299.487179,4324.102564,4303.589743,4278.974358,4275.897435
48,4281.538461,4292.820512,4293.333333,4251.282051,4257.435897
49,4294.358974,4283.589743,4298.461538,4232.820512,4256.410256
50,4308.717948,4307.692307,4305.641025,4241.025641,4265.641025
51,4302.564102,4312.307692,4298.461538,4246.153846,4266.153846
52,4305.641025,4310.769230,4306.666666,4245.641025,4266.153846
53,4293.333333,4291.794871,4296.923076,4225.641025,4253.333333
54,4303.076923,4296.923076,4294.871794,4247.692307,4266.153846
55,4300.512820,4295.384615,4286.666666,4252.307692,4266.153846
56,4283.076923,4272.307692,4282.051282,4215.384615,4251.282051
57,4294.871794,4283.589743,4306.153846,4241.025641,4267.179487
58,4281.025641,4290.769230,4292.307692,4263.589743,4265.641025
59,4274.871794,4294.358974,4291.282051,4253.846153,4268.717948
60,4285.128205,4292.820512,4301.025641,4261.025641,4277.948717
61,4286.153846,4282.051282,4281.538461,4249.743589,4272.307692
62,4299.487179,4289.743589,4289.743589,4235.897435,4280.000000
63,4291.794871,4288.205128,4292.307692,4246.666666,4275.897435
64,4298.461538,4307.692307,4288.717948,4275.897435,4277.435897
65,4302.051282,4308.205128,4285.641025,4273.333333,4271.794871
66,4276.923076,4268.717948,4275.384615,4244.615384,4248.717948
67,4297.435897,4284.615384,4291.282051,4249.743589,4267.692307
68,4314.358974,4305.128205,4297.435897,4249.743589,4286.666666
69,4314.358974,4314.358974,4311.794871,4254.871794,4295.384615
70,4313.846153,4320.512820,4310.256410,4254.358974,4291.794871
71,4297.435897,4296.923076,4282.051282,4244.102564,4268.717948
72,4301.025641,4296.923076,4305.641025,4281.025641,4276.923076
73,4287.179487,4282.564102,4307.692307,4271.282051,4272.307692
74,4285.128205,4272.820512,4292.307692,4257.948717,4263.589743
75,4301.538461,4291.794871,4297.435897,4281.025641,4269.230769
76,4287.179487,4286.666666,4284.102564,4239.487179,4259.487179
77,4290.256410,4290.769230,4288.717948,4224.615384,4267.179487
78,4287.179487,4276.923076,4277.435897,4248.205128,4258.974358
79,4290.256410,4264.102564,4270.256410,4252.307692,4251.794871
80,4314.871794,4291.794871,4297.948717,4263.076923,4271.282051
81,4302.051282,4299.487179,4294.871794,4251.794871,4270.256410
82,4302.051282,4302.051282,4296.923076,4239.487179,4278.461538
83,4304.615384,4296.923076,4305.641025,4244.102564,4278.974358
84,4295.897435,4287.179487,4298.974358,4275.897435,4263.076923
85,4301.025641,4291.282051,4293.846153,4295.384615,4263.589743
86,4290.769230,4276.923076,4286.153846,4251.282051,4255.384615
87,4302.051282,4285.641025,4301.025641,4243.076923,4261.025641
88,4297.948717,4277.948717,4292.307692,4250.256410,4254.871794
89,4274.871794,4259.487179,4271.282051,4238.461538,4238.461538
90,4291.282051,4286.153846,4290.769230,4260.000000,4251.794871
91,4287.692307,4272.820512,4278.461538,4247.692307,4237.948717
92,4287.179487,4255.384615,4268.205128,4238.974358,4232.307692
93,4293.333333,4271.282051,4271.794871,4256.410256,4243.589743
94,4278.461538,4281.025641,4266.666666,4251.794871,4240.512820
95,4285.641025,4292.820512,4291.794871,4257.435897,4252.820512
96,4290.256410,4281.538461,4277.948717,4233.333333,4248.205128
97,4305.641025,4284.615384,4260.512820,4202.564102,4242.564102
98,4307.179487,4297.435897,4274.871794,4235.384615,4243.076923
